  Mon Oct 23 12:52:19 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_200812310922_p.inp
 200812310922
 Including emergent polarity picks
 Polarities/Errors:  P 033/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   11.17  278.75  -26.30       0.00  0.00  0.00
   11.17  283.82  -26.30       0.00  0.00  0.00
   15.00  290.57   -0.00       0.00  0.00  0.00
   15.79  292.47  -18.02       0.00  0.00  0.00
   20.59  300.23   13.47       0.00  0.00  0.00
   20.00  296.47   -0.00       0.00  0.00  0.00
   20.59  298.00  -13.47       0.00  0.00  0.00
   26.81  303.72   20.42       0.00  0.00  0.00
   25.46  298.31   10.59       0.00  0.00  0.00
   25.46  303.85   10.59       0.00  0.00  0.00
   25.00  297.69   -0.00       0.00  0.00  0.00
   25.00  303.23   -0.00       0.00  0.00  0.00
   85.47  313.57   64.92       0.00  0.00  0.00
   31.47  301.04   16.74       0.00  0.00  0.00
   31.47  306.84   16.74       0.00  0.00  0.00
   30.38  303.15    8.58       0.00  0.00  0.00
   30.00  304.84   -0.00       0.00  0.00  0.00
   30.38  300.72   -8.58       0.00  0.00  0.00
   85.67  311.04   59.91       0.00  0.00  0.00
   81.35  314.32   59.62       0.00  0.00  0.00
   39.67  308.50   26.03       0.00  0.00  0.00
   37.70  307.24   20.29       0.00  0.00  0.00
   36.22  305.39   13.93       0.00  0.00  0.00
   35.31  303.08    7.10       0.00  0.00  0.00
   35.31  309.18    7.10       0.00  0.00  0.00
   35.00  306.61   -0.00       0.00  0.00  0.00
   35.31  304.04   -7.10       0.00  0.00  0.00
   81.82  311.51   54.59       0.00  0.00  0.00
   73.73  311.60   53.31       0.00  0.00  0.00
   77.76  314.65   54.06       0.00  0.00  0.00
   69.75  314.52   52.31       0.00  0.00  0.00
   46.03  305.96   26.73       0.00  0.00  0.00
   48.44  311.93   30.79       0.00  0.00  0.00
   43.96  306.07   22.18       0.00  0.00  0.00
   46.03  312.50   26.73       0.00  0.00  0.00
   42.27  305.72   17.14       0.00  0.00  0.00
   41.03  304.98   11.69       0.00  0.00  0.00
   40.26  303.93    5.93       0.00  0.00  0.00
   40.26  310.48    5.93       0.00  0.00  0.00
   40.00  309.27   -0.00       0.00  0.00  0.00
   78.56  310.95   49.02       0.00  0.00  0.00
   82.36  314.26   49.57       0.00  0.00  0.00
   71.11  310.59   47.21       0.00  0.00  0.00
   74.81  314.10   48.24       0.00  0.00  0.00
   67.48  313.46   45.90       0.00  0.00  0.00
   60.50  312.02   42.39       0.00  0.00  0.00
   57.20  314.18   40.12       0.00  0.00  0.00
   51.13  310.90   34.36       0.00  0.00  0.00
   52.24  309.23   26.57       0.00  0.00  0.00
   50.14  310.46   22.91       0.00  0.00  0.00
   48.36  311.35   18.88       0.00  0.00  0.00
   46.92  311.93   14.51       0.00  0.00  0.00
   45.22  305.29    4.98       0.00  0.00  0.00
   45.86  312.24    9.85       0.00  0.00  0.00
   45.00  305.29   -0.00       0.00  0.00  0.00
   45.22  305.30   -4.98       0.00  0.00  0.00
   76.00  310.27   43.22       0.00  0.00  0.00
   79.45  313.98   44.01       0.00  0.00  0.00
   69.30  309.56   40.89       0.00  0.00  0.00
   72.61  313.52   42.19       0.00  0.00  0.00
   66.07  312.48   39.32       0.00  0.00  0.00
   60.00  310.62   35.26       0.00  0.00  0.00
   62.97  315.20   37.45       0.00  0.00  0.00
   54.60  307.66   29.84       0.00  0.00  0.00
   57.20  312.82   32.73       0.00  0.00  0.00
   58.23  312.43   25.70       0.00  0.00  0.00
   54.37  309.16   19.53       0.00  0.00  0.00
   52.84  311.07   16.01       0.00  0.00  0.00
   50.73  306.44    8.29       0.00  0.00  0.00
   51.62  312.76   12.25       0.00  0.00  0.00
   50.18  307.82    4.18       0.00  0.00  0.00
   50.00  309.13   -0.00       0.00  0.00  0.00
   83.59  313.18   39.57       0.00  0.00  0.00
   77.30  313.12   38.26       0.00  0.00  0.00
   71.25  312.66   36.01       0.00  0.00  0.00
   65.60  311.62   32.73       0.00  0.00  0.00
   68.37  316.14   34.50       0.00  0.00  0.00
   60.50  309.78   28.34       0.00  0.00  0.00
   62.97  314.72   30.68       0.00  0.00  0.00
   61.98  310.52   21.88       0.00  0.00  0.00
   58.68  308.43   16.48       0.00  0.00  0.00
   60.22  313.96   19.30       0.00  0.00  0.00
   57.39  311.52   13.47       0.00  0.00  0.00
   55.61  308.49    6.93       0.00  0.00  0.00
   56.36  314.45   10.27       0.00  0.00  0.00
   55.15  311.22    3.49       0.00  0.00  0.00
   55.15  307.81   -3.49       0.00  0.00  0.00
   90.00  131.71   35.00       0.00  0.00  0.00
   87.13  312.00   34.90       0.00  0.00  0.00
   81.46  312.50   34.07       0.00  0.00  0.00
   75.97  312.75   32.40       0.00  0.00  0.00
   70.79  312.60   29.84       0.00  0.00  0.00
   66.07  311.90   26.34       0.00  0.00  0.00
   65.82  308.96   18.32       0.00  0.00  0.00
   67.48  314.10   20.36       0.00  0.00  0.00
   63.05  308.30   13.71       0.00  0.00  0.00
   64.34  313.69   16.10       0.00  0.00  0.00
   61.98  312.80   11.17       0.00  0.00  0.00
   60.50  311.51    5.73       0.00  0.00  0.00
   60.00  310.00   -0.00       0.00  0.00  0.00
