2009	4	20	04	11	8.2
2009	4	24	04	53	46.6
2009	4	29	01	47	39.1
2009	4	30	11	02	59.7
2009	5	2	12	24	33.0
2009	5	3	05	37	27.1
2009	5	4	12	13	17.7
2009	5	5	11	34	48.6
2009	5	5	19	33	47.2
2009	5	9	00	39	29.7
2009	5	9	17	36	21.6
2009	5	12	14	05	12.1
2009	5	13	11	12	6.5
2009	5	15	11	06	47.2
2009	5	19	06	22	5.4
2009	5	19	07	41	0.6
2009	5	23	08	40	16.5
2009	5	26	11	50	44.9
2009	6	3	07	45	19.7
2009	6	9	16	55	51.7
2009	6	10	03	50	32.8
2009	6	14	17	11	44.8
2009	6	15	08	23	32.6
2009	6	17	10	47	34.5
2009	6	24	05	13	18.5
2009	7	9	00	52	1.3
2009	7	10	16	57	42.2
2009	7	12	19	11	2.0
2009	7	13	10	22	35.0
2009	7	23	01	57	28.3
2009	7	25	02	57	32.4
2009	8	8	20	29	27.4
2009	8	9	17	44	16.1
2009	8	9	19	02	54.2
2009	8	10	00	43	3.7
2009	8	11	01	27	28.0
2009	8	23	21	01	10.6
2009	8	28	09	10	26.1
2009	9	2	14	24	20.1
2009	9	5	09	42	48.8
2009	9	10	15	09	58.3
2009	9	11	02	13	57.2
2009	9	11	22	33	1.2
2009	9	20	02	42	30.6				
