-25.884	-67.256	11.8
-25.852	-67.224	0.0
-25.923	-67.265	8.2
-26.974	-67.264	0.0
-26.767	-68.126	4.4
-27.313	-66.577	10.4
-26.867	-65.655	14.2
-28.943	-68.143	2.6
-25.883	-69.010	0.0
-27.022	-68.022	0.0
-27.334	-66.574	23.5
-27.319	-66.573	18.5
-28.330	-66.487	20.9
-27.309	-66.558	8.9
-26.702	-67.228	0.0
-27.340	-66.604	0.0
-26.355	-65.846	0.0
-27.044	-66.316	0.0
-26.666	-67.608	2.4
-26.666	-67.597	0.0
-26.670	-67.599	0.0
-26.674	-67.601	4.0
-28.177	-68.360	33.9
-26.181	-67.881	0.0
-26.452	-66.933	0.0
-27.306	-66.571	11.6
-26.551	-67.598	9.2
-27.848	-67.470	22.0
-28.699	-66.865	20.3
-28.550	-67.246	30.7
-26.639	-67.567	5.2
-27.325	-66.601	0.0
-27.569	-67.119	18.2
-28.890	-66.901	16.9
-28.356	-67.267	33.9
-26.626	-67.627	6.8
-26.848	-65.701	18.8
-27.821	-67.508	23.1
-27.264	-66.644	0.0
-27.232	-66.602	2.6
-27.220	-66.624	0.0
-26.025	-67.793	0.0
-27.485	-67.618	20.3
-26.573	-67.652	7.4
-28.505	-67.273	26.5
-27.860	-68.095	11.9
-28.730	-66.556	38.5
-26.517	-67.526	11.4
-27.822	-66.727	24.7
-27.074	-66.170	0.0
-27.687	-67.788	16.2
-27.170	-65.727	7.5
-27.231	-66.611	9.3
-27.287	-66.525	17.5
-26.347	-65.216	0.0
-27.320	-66.526	23.7
-26.526	-67.587	6.7
-28.104	-66.283	37.9
-27.492	-66.137	25.5
-28.432	-66.303	0.0
-27.292	-67.410	13.9
-26.361	-67.844	10.7
-25.947	-67.750	0.0
-27.229	-66.652	0.0
-27.229	-66.641	0.1
-27.248	-66.607	0.1
-28.127	-68.388	33.9
-27.890	-67.245	38.5
-26.405	-67.875	8.3
-28.262	-67.086	34.9
-26.198	-66.799	24.5
-26.856	-65.560	23.8
-27.353	-66.512	0.1
-27.136	-65.757	0.0
-28.159	-66.579	20.7
-25.962	-67.803	5.6
-26.474	-67.304	4.5
-26.517	-67.328	3.0
-25.709	-67.664	7.6
-27.276	-66.546	19.5
-28.139	-67.864	34.1
-28.459	-66.419	0.0
-27.080	-66.828	0.0
-26.849	-66.885	9.0
-26.445	-66.275	0.1
-25.878	-67.101	17.9
-26.886	-65.715	15.1
-28.012	-68.347	35.1
-26.995	-67.136	12.7
-27.236	-66.796	4.9
-26.483	-67.532	13.4
-26.494	-67.539	13.5
