-68.5077 -27.9661 -4.0 0.0
-68.5077 -27.9661 -3.0 0.0
-68.5077 -27.9661 -2.0 0.0
-68.5077 -27.9661 -1.0 0.0
-68.5077 -27.9661 0.0 0.0
-68.5077 -27.9661 1.0 0.0
-68.5077 -27.9661 2.0 0.0
-68.5077 -27.9661 3.0 0.0
-68.5077 -27.9661 4.0 0.0
-68.5077 -27.9661 5.0 0.0
-68.5077 -27.9661 6.0 0.0
-68.5077 -27.9661 7.0 0.0
-68.5077 -27.9661 8.0 0.0
-68.5077 -27.9661 9.0 0.0
-68.5077 -27.9661 10.0 0.0
-68.5077 -27.9661 11.0 0.0
-68.5077 -27.9661 12.0 0.0
-68.5077 -27.9661 13.0 0.0
-68.5077 -27.9661 14.0 0.0
-68.5077 -27.9661 15.0 0.0
-68.5077 -27.9661 16.0 0.0
-68.5077 -27.9661 17.0 0.0
-68.5077 -27.9661 18.0 0.0
-68.5077 -27.9661 19.0 0.0
-68.5077 -27.9661 20.0 0.0
-68.5077 -27.9299 -4.0 0.0
-68.5077 -27.9299 -3.0 0.0
-68.5077 -27.9299 -2.0 0.0
-68.5077 -27.9299 -1.0 0.0
-68.5077 -27.9299 0.0 0.0
-68.5077 -27.9299 1.0 0.0
-68.5077 -27.9299 2.0 0.0
-68.5077 -27.9299 3.0 0.0
-68.5077 -27.9299 4.0 0.0
-68.5077 -27.9299 5.0 0.0
-68.5077 -27.9299 6.0 0.0
-68.5077 -27.9299 7.0 0.0
-68.5077 -27.9299 8.0 0.0
-68.5077 -27.9299 9.0 0.0
-68.5077 -27.9299 10.0 0.0
-68.5077 -27.9299 11.0 0.0
-68.5077 -27.9299 12.0 0.0
-68.5077 -27.9299 13.0 0.0
-68.5077 -27.9299 14.0 0.0
-68.5077 -27.9299 15.0 0.0
-68.5077 -27.9299 16.0 0.0
-68.5077 -27.9299 17.0 0.0
-68.5077 -27.9299 18.0 0.0
-68.5077 -27.9299 19.0 0.0
-68.5077 -27.9299 20.0 0.0
-68.5077 -27.8938 -4.0 0.0
-68.5077 -27.8938 -3.0 0.0
-68.5077 -27.8938 -2.0 0.0
-68.5077 -27.8938 -1.0 0.0
-68.5077 -27.8938 0.0 0.0
-68.5077 -27.8938 1.0 0.0
-68.5077 -27.8938 2.0 0.0
-68.5077 -27.8938 3.0 0.0
-68.5077 -27.8938 4.0 0.0
-68.5077 -27.8938 5.0 0.0
-68.5077 -27.8938 6.0 0.0
-68.5077 -27.8938 7.0 0.0
-68.5077 -27.8938 8.0 0.0
-68.5077 -27.8938 9.0 0.0
-68.5077 -27.8938 10.0 0.0
