2009 1 25 20 51 20.52 -25.931759 -66.890625 1.721 0.035 1.45 0.31
2009 1 25 21 1 19.22 -25.931879 -66.893722 1.903 0.037 1.95 0.17
2009 1 25 23 16 28.66 -25.929862 -66.891858 2.262 0.033 1.82 0.11
2009 1 25 23 38 56.68 -25.931667 -66.885746 1.462 0.039 1.42 0.14
2009 1 26 0 7 46.27 -25.933256 -66.888879 0.731 0.037 1.41 0.23
2009 1 26 1 25 52.75 -25.929576 -66.888989 2.34 0.04 2.23 0.23
2009 1 26 1 53 50.87 -25.933116 -66.891508 0.7 0.038 1.52 0.13
2009 1 26 2 41 51.29 -25.934316 -66.89211 1.012 0.034 1.47 0.14
2009 1 26 3 21 11.96 -25.935653 -66.894531 1.043 0.036 1.53 0.16
2009 1 26 5 43 51.1 -25.931718 -66.893274 2.509 0.036 1.7 0.17
2009 1 26 6 18 43.83 -25.932043 -66.893091 1.702 0.035 1.56 0.15
2009 1 26 7 40 54.93 -25.930585 -66.888062 1.154 0.035 1.31 0.19
2009 1 26 7 51 41.88 -25.929368 -66.888704 1.939 0.032 1.48 0.06
2009 1 26 8 13 48.87 -25.932668 -66.890812 1.061 0.038 1.15 0.12
2009 1 26 8 27 37.29 -25.932595 -66.889665 0.976 0.039 1.48 0.1
2009 1 26 9 25 42.72 -25.934212 -66.890865 0.213 0.04 1.16 0.1
2009 1 26 9 32 15.57 -25.932935 -66.890588 0.683 0.035 1.41 0.13
2009 1 26 10 38 12.82 -25.933693 -66.890271 1.071 0.037 1.21 0.07
2009 1 26 11 13 33.14 -25.930786 -66.893408 1.787 0.037 1.61 0.17
2009 1 26 11 52 10.36 -25.93088 -66.895097 1.646 0.037 1.4 0.08
2009 1 26 14 7 7.13 -25.933616 -66.890731 0.953 0.036 1.42 0.14
2009 1 26 14 15 45.0 -25.929386 -66.893152 2.2 0.031 1.05 0.14
2009 1 26 14 36 55.51 -25.934359 -66.892358 0.6 0.033 1.28 0.1
2009 1 26 14 44 47.39 -25.931099 -66.895101 1.761 0.027 1.56 0.16
2009 1 26 15 46 30.54 -25.930461 -66.888639 1.388 0.035 1.27 0.16
2009 1 26 15 47 3.35 -25.931392 -66.892472 1.533 0.036 1.67 0.15
2009 1 26 15 54 23.98 -25.931486 -66.88855 1.034 0.037 1.48 0.16
2009 1 26 16 21 4.37 -25.931384 -66.893526 1.971 0.039 2.18 0.22
2009 1 26 16 30 7.5 -25.930752 -66.893604 2.117 0.043 1.47 0.17
2009 1 26 16 49 1.9 -25.935116 -66.891524 0.221 0.033 1.35 0.1
2009 1 26 19 49 54.92 -25.930619 -66.892306 1.567 0.034 1.6 0.16
2009 1 26 22 26 34.24 -25.933514 -66.888204 -0.084 0.036 1.19 0.1
2009 1 27 1 26 34.59 -25.935372 -66.864152 2.997 0.048 1.54 0.16
2009 1 27 7 11 16.69 -25.93257 -66.896887 2.553 0.038 1.73 0.14
2009 1 27 7 15 11.96 -25.932001 -66.89797 2.474 0.034 1.31 0.13
2009 1 27 7 23 33.91 -25.928341 -66.888806 2.376 0.035 1.67 0.16
2009 1 27 8 28 42.42 -25.934157 -66.897791 2.33 0.042 2.14 0.19
2009 1 27 8 29 28.91 -25.931765 -66.89917 2.352 0.038 1.64 0.06
2009 1 27 8 31 19.14 -25.931484 -66.8962 2.525 0.04 1.56 0.07
2009 1 27 8 36 32.72 -25.933693 -66.897673 2.448 0.037 2.05 0.22
2009 1 27 8 37 35.31 -25.934273 -66.896834 1.918 0.032 1.39 0.08
2009 1 27 8 42 27.2 -25.934285 -66.897636 1.943 0.033 1.58 0.13
2009 1 27 8 47 33.25 -25.934782 -66.900102 1.656 0.039 1.31 0.12
2009 1 27 9 6 57.27 -25.934247 -66.897668 2.248 0.037 1.95 0.2
2009 1 27 9 19 21.44 -25.935447 -66.89681 1.596 0.041 1.34 0.1
2009 1 27 11 27 50.31 -25.932389 -66.897437 2.35 0.036 1.32 0.1
2009 1 27 12 24 38.51 -25.933358 -66.896159 2.229 0.036 1.5 0.14
2009 1 27 12 26 1.78 -25.933089 -66.897388 2.281 0.032 1.1 0.18
2009 1 27 12 32 11.39 -25.933588 -66.899662 1.9 0.037 1.06 0.12
2009 1 27 12 39 51.16 -25.932227 -66.897799 2.204 0.044 1.31 0.15
2009 1 27 12 48 24.25 -25.932286 -66.896159 2.584 0.038 1.76 0.17
2009 1 27 13 24 20.04 -25.933976 -66.898254 1.898 0.047 1.25 0.09
2009 1 27 13 35 4.64 -25.931732 -66.895528 2.647 0.038 1.73 0.16
2009 1 27 13 39 48.33 -25.935557 -66.898234 2.467 0.039 1.21 0.08
2009 1 27 13 51 32.59 -25.932713 -66.896619 2.427 0.04 1.44 0.17
2009 1 27 14 47 51.76 -25.930196 -66.892269 1.723 0.04 1.48 0.1
2009 1 27 15 7 43.66 -25.932515 -66.897225 2.626 0.034 1.21 0.18
2009 1 27 16 7 48.42 -25.929718 -66.886336 1.444 0.04 1.58 0.14
2009 1 27 16 10 24.72 -25.933622 -66.894682 1.487 0.032 1.4 0.21
2009 1 27 16 11 14.41 -25.9337 -66.893738 1.139 0.035 1.27 0.13
2009 1 27 16 50 41.64 -25.931327 -66.898873 2.575 0.039 1.5 0.24
2009 1 27 17 50 30.76 -25.932522 -66.897864 2.369 0.031 1.47 0.19
2009 1 27 18 1 1.28 -25.933118 -66.894356 1.799 0.037 1.48 0.16
2009 1 27 22 57 11.22 -25.936007 -66.894307 0.723 0.036 1.32 0.09
2009 1 28 4 46 36.56 -25.93053 -66.887268 1.378 0.036 1.43 0.14
2009 1 28 4 58 15.8 -25.931217 -66.892655 2.586 0.04 1.96 0.12
2009 1 28 19 27 2.44 -25.930345 -66.892961 2.175 0.034 1.62 0.2
2009 1 29 1 25 56.35 -25.930752 -66.893022 2.087 0.038 1.27 0.12
2009 1 29 2 10 19.89 -25.931525 -66.887968 0.926 0.043 1.15 0.06
2009 1 29 3 26 26.85 -25.929313 -66.889697 2.06 0.037 1.06 0.15
2009 1 29 6 33 20.06 -25.929403 -66.888586 1.949 0.034 1.2 0.16
2009 1 29 7 58 52.8 -25.930788 -66.88785 1.61 0.033 1.45 0.12
2009 1 29 21 3 59.52 -25.936139 -66.865499 3.035 0.041 1.38 0.13
2009 1 29 21 16 40.44 -25.931645 -66.889547 1.355 0.042 1.35 0.1
2009 1 29 22 42 6.52 -25.931984 -66.894141 1.661 0.031 1.44 0.1
2009 1 30 2 14 26.48 -25.929777 -66.890059 2.324 0.035 1.13 0.11
2009 1 30 2 15 12.3 -25.930064 -66.891854 2.386 0.032 1.24 0.08
2009 1 30 2 15 45.71 -25.931281 -66.889823 1.441 0.036 1.3 0.2
2009 1 30 3 15 19.89 -25.929437 -66.890715 2.398 0.029 1.37 0.1
2009 1 30 4 23 36.93 -25.930019 -66.888489 1.992 0.037 1.25 0.15
2009 1 30 5 1 4.92 -25.929602 -66.890145 2.328 0.031 1.25 0.12
2009 1 30 5 28 26.84 -25.932188 -66.890833 1.843 0.037 1.33 0.11
2009 1 30 7 1 26.57 -25.928674 -66.889221 2.631 0.035 1.58 0.18
2009 1 30 7 36 38.59 -25.930404 -66.892456 2.078 0.033 1.41 0.15
2009 1 30 11 31 42.54 -25.931087 -66.890153 1.673 0.034 1.24 0.1
2009 1 30 12 3 30.65 -25.9291 -66.891695 2.276 0.036 1.39 0.16
2009 1 30 12 5 4.6 -25.930452 -66.891561 2.151 0.027 1.0 0.08
2009 1 30 14 9 52.88 -25.929844 -66.890678 2.265 0.03 1.34 0.23
2009 1 31 9 48 53.19 -25.931488 -66.886353 0.879 0.035 1.5 0.12
2009 1 31 20 54 41.56 -25.92851 -66.888314 2.112 0.037 2.01 0.19
2009 2 1 3 31 41.97 -25.931604 -66.894808 2.022 0.037 1.69 0.17
2009 2 1 4 43 47.24 -25.931948 -66.89447 1.975 0.038 1.77 0.11
2009 2 2 0 12 43.01 -25.929252 -66.890275 2.244 0.036 1.79 0.1
2009 2 3 5 41 22.72 -25.929256 -66.890658 2.003 0.033 1.46 0.17
2009 2 3 8 56 6.83 -25.931083 -66.893156 2.238 0.037 1.13 0.05
2009 2 3 15 36 57.08 -25.928957 -66.88936 2.118 0.039 1.29 0.23
2009 2 3 17 36 48.26 -25.929639 -66.890153 1.925 0.035 1.79 0.2
2009 2 3 23 7 40.6 -25.928827 -66.88995 2.149 0.032 1.65 0.14
2009 2 4 7 39 52.6 -25.930062 -66.894653 2.731 0.036 1.66 0.16
