  Wed Oct 25 17:51:15 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_200903272221_p.inp
 200903272221
 Including emergent polarity picks
 Polarities/Errors:  P 036/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   36.22  155.28  -13.93       0.00  0.00  0.00
   37.70  153.43  -20.29       0.00  0.00  0.00
   67.48  352.73   45.90       0.00  0.00  0.00
   40.00  158.73   -0.00       0.00  0.00  0.00
   40.26  157.52   -5.93       0.00  0.00  0.00
   41.03  156.48  -11.69       0.00  0.00  0.00
   42.27  155.73  -17.14       0.00  0.00  0.00
   69.30  351.91   40.89       0.00  0.00  0.00
   66.07  354.84   39.32       0.00  0.00  0.00
   45.22  157.06   -4.98       0.00  0.00  0.00
   45.86  157.17   -9.85       0.00  0.00  0.00
   46.92  157.48  -14.51       0.00  0.00  0.00
   50.14  151.89  -22.91       0.00  0.00  0.00
   48.36  158.06  -18.88       0.00  0.00  0.00
   52.24  153.12  -26.57       0.00  0.00  0.00
   50.00  160.43   -0.00       0.00  0.00  0.00
   50.73  155.30   -8.29       0.00  0.00  0.00
   50.18  161.75   -4.18       0.00  0.00  0.00
   51.62  156.81  -12.25       0.00  0.00  0.00
   50.73  163.12   -8.29       0.00  0.00  0.00
   54.37  152.58  -19.53       0.00  0.00  0.00
   52.84  158.50  -16.01       0.00  0.00  0.00
   56.17  154.73  -22.76       0.00  0.00  0.00
   60.50  151.96  -28.34       0.00  0.00  0.00
   58.23  157.14  -25.70       0.00  0.00  0.00
   62.97  154.85  -30.68       0.00  0.00  0.00
   68.37  153.43  -34.50       0.00  0.00  0.00
   74.24  152.70  -37.25       0.00  0.00  0.00
   77.30  156.45  -38.26       0.00  0.00  0.00
   78.69  343.40   33.34       0.00  0.00  0.00
   81.46  347.62   34.07       0.00  0.00  0.00
   84.28  351.78   34.59       0.00  0.00  0.00
   75.97  347.87   32.40       0.00  0.00  0.00
   78.69  352.18   33.34       0.00  0.00  0.00
   70.79  347.72   29.84       0.00  0.00  0.00
   73.33  352.25   31.23       0.00  0.00  0.00
   75.97  341.39  -32.40       0.00  0.00  0.00
   84.28  346.27  -34.59       0.00  0.00  0.00
   56.36  165.19   10.27       0.00  0.00  0.00
   55.15  161.95    3.49       0.00  0.00  0.00
   55.00  164.63   -0.00       0.00  0.00  0.00
   55.15  158.54   -3.49       0.00  0.00  0.00
   56.36  155.30  -10.27       0.00  0.00  0.00
   55.61  161.27   -6.93       0.00  0.00  0.00
   58.68  152.54  -16.48       0.00  0.00  0.00
   57.39  158.24  -13.47       0.00  0.00  0.00
   56.36  164.08  -10.27       0.00  0.00  0.00
   60.22  155.80  -19.30       0.00  0.00  0.00
   58.68  161.32  -16.48       0.00  0.00  0.00
   63.94  154.07  -24.23       0.00  0.00  0.00
   61.98  159.23  -21.88       0.00  0.00  0.00
   68.37  153.04  -28.21       0.00  0.00  0.00
   66.07  157.86  -26.34       0.00  0.00  0.00
   73.33  152.63  -31.23       0.00  0.00  0.00
   70.79  157.15  -29.84       0.00  0.00  0.00
   78.69  152.70  -33.34       0.00  0.00  0.00
   75.97  157.00  -32.40       0.00  0.00  0.00
   84.28  153.10  -34.59       0.00  0.00  0.00
   81.46  157.26  -34.07       0.00  0.00  0.00
   78.69  161.48  -33.34       0.00  0.00  0.00
   87.13  157.76  -34.90       0.00  0.00  0.00
   84.28  161.88  -34.59       0.00  0.00  0.00
   90.00  342.44   35.00       0.00  0.00  0.00
   87.13  166.54  -34.90       0.00  0.00  0.00
   84.28  343.00   34.59       0.00  0.00  0.00
   87.13  347.12   34.90       0.00  0.00  0.00
   80.15  342.50   28.48       0.00  0.00  0.00
   82.56  346.94   29.15       0.00  0.00  0.00
