  Mon Oct 23 12:45:13 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_200908170113_p.inp
 200908170113
 Including emergent polarity picks
 Polarities/Errors:  P 020/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   26.81  339.58   67.35       0.00  0.00  0.00
   31.47  343.26   70.57       0.00  0.00  0.00
   36.22  346.07   72.91       0.00  0.00  0.00
   28.90  330.97   57.62       0.00  0.00  0.00
   33.23  335.85   61.81       0.00  0.00  0.00
   46.92  335.20   69.25       0.00  0.00  0.00
   37.70  334.57   64.96       0.00  0.00  0.00
   42.27  337.71   67.37       0.00  0.00  0.00
   31.61  323.74   49.26       0.00  0.00  0.00
   71.25  305.26   68.83       0.00  0.00  0.00
   66.60  313.88   68.12       0.00  0.00  0.00
   61.98  317.07   67.20       0.00  0.00  0.00
   57.39  320.06   66.04       0.00  0.00  0.00
   52.84  322.81   64.59       0.00  0.00  0.00
   48.36  325.24   62.76       0.00  0.00  0.00
   43.96  327.24   60.48       0.00  0.00  0.00
   35.53  324.06   53.95       0.00  0.00  0.00
   39.67  328.67   57.60       0.00  0.00  0.00
   34.78  317.81   42.19       0.00  0.00  0.00
   71.94  301.41   63.61       0.00  0.00  0.00
   67.48  304.54   62.77       0.00  0.00  0.00
   63.05  313.06   61.70       0.00  0.00  0.00
   58.68  315.82   60.35       0.00  0.00  0.00
   54.37  318.32   58.67       0.00  0.00  0.00
   46.03  316.65   54.04       0.00  0.00  0.00
   50.14  320.47   56.60       0.00  0.00  0.00
   42.06  317.81   50.89       0.00  0.00  0.00
   46.03  322.19   54.04       0.00  0.00  0.00
   34.78  312.28   42.19       0.00  0.00  0.00
   38.29  318.26   47.00       0.00  0.00  0.00
   68.53  300.42   57.50       0.00  0.00  0.00
   64.34  303.25   56.31       0.00  0.00  0.00
   60.22  305.87   54.82       0.00  0.00  0.00
   56.17  308.21   53.00       0.00  0.00  0.00
   52.24  310.21   50.77       0.00  0.00  0.00
   48.44  311.79   48.07       0.00  0.00  0.00
   41.41  307.49   40.89       0.00  0.00  0.00
   44.81  312.86   44.81       0.00  0.00  0.00
   38.29  307.20   36.20       0.00  0.00  0.00
   41.41  313.30   40.89       0.00  0.00  0.00
   61.98  301.51   49.48       0.00  0.00  0.00
   58.23  303.79   47.57       0.00  0.00  0.00
   54.60  305.76   45.28       0.00  0.00  0.00
   51.13  307.34   42.55       0.00  0.00  0.00
   47.85  308.47   39.32       0.00  0.00  0.00
   57.20  301.09   40.12       0.00  0.00  0.00
   54.07  302.91   37.45       0.00  0.00  0.00
