  Wed Oct 25 14:32:02 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_200901041237_p.inp
 200901041237
 Including emergent polarity picks
 Polarities/Errors:  P 032/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   79.45  179.86   44.01       0.00  0.00  0.00
   72.61  179.40   42.19       0.00  0.00  0.00
   76.00  183.21   43.22       0.00  0.00  0.00
   69.30  182.50   40.89       0.00  0.00  0.00
   72.61  186.46   42.19       0.00  0.00  0.00
   52.24  153.12  -26.57       0.00  0.00  0.00
   74.24  340.53  -37.25       0.00  0.00  0.00
   80.42  340.30  -39.03       0.00  0.00  0.00
   83.59  344.21  -39.57       0.00  0.00  0.00
   90.00  164.35   40.00       0.00  0.00  0.00
   86.79  348.18  -39.89       0.00  0.00  0.00
   86.79  168.34   39.89       0.00  0.00  0.00
   90.00  172.17   40.00       0.00  0.00  0.00
   83.59  172.31   39.57       0.00  0.00  0.00
   80.42  176.23   39.03       0.00  0.00  0.00
   74.24  175.99   37.25       0.00  0.00  0.00
   77.30  180.07   38.26       0.00  0.00  0.00
   71.25  179.62   36.01       0.00  0.00  0.00
   74.24  183.82   37.25       0.00  0.00  0.00
   65.60  178.57   32.73       0.00  0.00  0.00
   68.37  183.10   34.50       0.00  0.00  0.00
   52.84  158.50  -16.01       0.00  0.00  0.00
   70.79  341.54  -29.84       0.00  0.00  0.00
   75.97  341.39  -32.40       0.00  0.00  0.00
   81.46  341.65  -34.07       0.00  0.00  0.00
   87.13  342.15  -34.90       0.00  0.00  0.00
   84.28  346.27  -34.59       0.00  0.00  0.00
   90.00  166.83   35.00       0.00  0.00  0.00
   87.13  171.51   34.90       0.00  0.00  0.00
   81.46  172.01   34.07       0.00  0.00  0.00
   84.28  176.17   34.59       0.00  0.00  0.00
   78.69  176.57   33.34       0.00  0.00  0.00
   73.33  176.64   31.23       0.00  0.00  0.00
   75.97  181.05   32.40       0.00  0.00  0.00
   68.37  176.23   28.21       0.00  0.00  0.00
   70.79  180.89   29.84       0.00  0.00  0.00
   63.94  175.20   24.23       0.00  0.00  0.00
   66.07  180.19   26.34       0.00  0.00  0.00
   55.61  168.00    6.93       0.00  0.00  0.00
   55.00  164.63   -0.00       0.00  0.00  0.00
   55.15  167.32   -3.49       0.00  0.00  0.00
   56.36  164.08  -10.27       0.00  0.00  0.00
   58.68  161.32  -16.48       0.00  0.00  0.00
   61.98  159.23  -21.88       0.00  0.00  0.00
   60.13  344.23   -2.88       0.00  0.00  0.00
   61.12  342.81   -8.50       0.00  0.00  0.00
   63.05  341.70  -13.71       0.00  0.00  0.00
   65.82  341.04  -18.32       0.00  0.00  0.00
   69.30  340.89  -22.21       0.00  0.00  0.00
   73.33  341.23  -25.31       0.00  0.00  0.00
   77.80  341.99  -27.62       0.00  0.00  0.00
   82.56  343.06  -29.15       0.00  0.00  0.00
   87.50  344.33  -29.91       0.00  0.00  0.00
   85.02  348.68  -29.62       0.00  0.00  0.00
