  Thu Oct 19 12:42:36 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_20080620088_p.inp
 20080620088
 Including emergent polarity picks
 Polarities/Errors:  P 050/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   54.60  330.16   45.28       0.00  0.00  0.00
   65.82  329.47   51.04       0.00  0.00  0.00
   58.23  328.20   47.57       0.00  0.00  0.00
   61.98  332.02   49.48       0.00  0.00  0.00
   60.50  331.66   42.39       0.00  0.00  0.00
   54.07  329.09   37.45       0.00  0.00  0.00
   51.13  330.54   34.36       0.00  0.00  0.00
   63.94  329.22   44.31       0.00  0.00  0.00
   62.97  329.32   37.45       0.00  0.00  0.00
   60.00  331.79   35.26       0.00  0.00  0.00
   54.60  328.84   29.84       0.00  0.00  0.00
   52.24  330.41   26.57       0.00  0.00  0.00
   65.60  327.27   32.73       0.00  0.00  0.00
   58.23  328.08   25.70       0.00  0.00  0.00
   77.30  148.77   38.26       0.00  0.00  0.00
