101.87	0.534	0
2899.2000000000003	0.975	0
7508.28	0.911	0
10424.72	0.629	0
16311.04	0.872	0
17061.05	0.582	0
22943.37	0.681	0
23442.46	0.969	0
24724.65	0.549	0
25645.82	0.793	0
31479.93	0.749	0
32607.12	0.963	0
33225.23	0.799	0
38295.46	0.883	0
44696.24	0.542	0
45020.24	0.627	0
45108.31	0.925	0
45653.56	0.752	0
48873.9	0.869	0
50669.75	0.807	0
54271.65	0.596	0
63471.71	0.825	0
65793.72	0.583	0
67671.96	0.824	0
69256.45	0.545	0
70193.09	0.888	0
70922.08	0.609	0
75618.53	0.973	0
75861.55	0.823	0
77776.76	0.593	0
78782.0	0.579	0
78958.81	0.697	0
79823.77	0.558	0
81155.77	0.547	0
85626.0	0.516	0
