570.88	0.581	0
751.0500000000001	0.572	0
1535.8500000000001	0.710	0
5825.650000000001	0.552	0
6910.99	0.540	0
7105.31	0.516	0
7491.29	0.657	0
8834.81	0.612	0
11599.15	0.570	0
12959.65	0.569	0
16101.65	0.602	0
17686.69	0.700	0
19449.19	0.501	0
23447.68	0.656	0
23913.45	0.571	0
24870.52	0.591	0
26337.56	0.544	0
27190.420000000002	0.689	0
30843.23	0.534	0
38205.86	0.712	0
38213.22	0.564	0
38301.05	0.749	0
51253.91	0.575	0
53547.58	0.830	0
55858.26	0.874	0
56340.450000000004	0.505	0
56779.25	0.502	0
66168.67	0.556	0
66334.02	0.646	0
66882.45	0.579	0
67415.4	0.556	0
68126.74	0.701	0
68602.99	0.502	0
68656.75	0.620	0
71191.7	0.660	0
72046.29000000001	0.649	0
74366.38	0.644	0
74877.03	0.518	0
74997.17	0.667	0
76030.63	0.553	0
76765.14	0.892	0
76932.08	0.680	0
76941.11	0.548	0
77747.45	0.544	0
78162.84	0.769	0
79401.51	0.873	0
80140.21	0.536	0
80391.09	0.527	0
81199.47	0.583	0
81421.85	0.712	0
81426.74	0.745	0
81452.84	0.503	0
82714.83	0.733	0
82827.79000000001	0.740	0
82835.31	0.653	0
83600.77	0.521	0
83697.92	0.893	0
83956.82	0.739	0
84447.56	0.825	0
