377.49	0.758	0
400.65000000000003	0.629	0
806.6800000000001	0.690	0
1651.63	0.566	0
1792.92	0.515	0
1967.07	0.686	0
2896.6	0.977	0
5002.97	0.613	0
7507.8	0.877	0
7943.400000000001	0.547	0
10579.33	0.641	0
11152.04	0.668	0
11416.960000000001	0.810	0
11648.11	0.807	0
13479.92	0.714	0
13710.67	0.739	0
13915.93	0.771	0
19796.53	0.833	0
21945.15	0.522	0
22949.53	0.654	0
24724.11	0.800	0
25608.2	0.943	0
25746.83	0.838	0
26025.170000000002	0.676	0
27656.3	0.941	0
28171.52	0.570	0
28607.54	0.869	0
31930.32	0.969	0
32597.940000000002	0.984	0
32790.45	0.978	0
32889.69	0.615	0
33233.840000000004	0.797	0
33849.57	0.980	0
34115.2	0.847	0
34174.33	0.978	0
34304.020000000004	0.894	0
38298.36	0.643	0
38350.53	0.549	0
39218.25	0.627	0
39381.44	0.803	0
43812.4	0.714	0
45101.8	0.804	0
45653.35	0.919	0
48873.840000000004	0.699	0
49076.39	0.867	0
49325.81	0.696	0
49852.69	0.660	0
49989.31	0.922	0
50536.520000000004	0.818	0
51571.48	0.977	0
55211.15	0.914	0
58441.71	0.576	0
58945.28	0.634	0
60873.5	0.756	0
60928.81	0.523	0
61267.89	0.523	0
62467.23	0.507	0
62661.65	0.591	0
62955.03	0.590	0
63102.04	0.656	0
63547.53	0.699	0
65607.96	0.774	0
66448.25	0.714	0
67213.23	0.504	0
67969.12	0.637	0
68265.13	0.564	0
68606.89	0.747	0
68784.83	0.506	0
69166.48	0.690	0
70117.68000000001	0.542	0
70517.45	0.564	0
70870.07	0.520	0
71175.56	0.574	0
71183.14	0.864	0
71321.28	0.558	0
71335.32	0.644	0
71567.07	0.702	0
71714.65000000001	0.780	0
71802.91	0.684	0
72154.17	0.562	0
72400.73	0.504	0
72557.07	0.617	0
72599.2	0.826	0
73633.29000000001	0.618	0
73639.93000000001	0.602	0
73761.11	0.569	0
73981.37	0.739	0
74184.91	0.665	0
74901.87	0.534	0
75127.47	0.543	0
75730.81	0.660	0
76006.43000000001	0.601	0
76212.73	0.627	0
76596.68000000001	0.591	0
77016.05	0.840	0
77647.41	0.513	0
77947.52	0.777	0
78751.65000000001	0.619	0
79717.57	0.585	0
79891.81	0.679	0
80494.07	0.854	0
80787.84	0.514	0
82116.39	0.652	0
83096.25	0.887	0
83817.15000000001	0.904	0
83835.07	0.812	0
84840.93000000001	0.528	0
