  Thu Oct 19 16:46:18 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_20080122139_p.inp
 20080122139
 Including emergent polarity picks
 Polarities/Errors:  P 038/01  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   85.17  106.70   74.95       1.00  0.00  0.00
   80.34  110.53   74.78       1.00  0.00  0.00
   85.17  111.85   74.95       1.00  0.00  0.00
   80.34  115.67   74.78       1.00  0.00  0.00
   85.17  116.99   74.95       1.00  0.00  0.00
   80.34  120.82   74.78       1.00  0.00  0.00
   80.61  107.73   69.72       1.00  0.00  0.00
   85.30  109.46   69.93       1.00  0.00  0.00
   80.61  113.02   69.72       1.00  0.00  0.00
   85.30  114.76   69.93       1.00  0.00  0.00
   75.92  116.53   69.35       1.00  0.00  0.00
   80.61  118.31   69.72       1.00  0.00  0.00
   85.47  108.65   64.92       1.00  0.00  0.00
   76.43  109.85   64.23       1.00  0.00  0.00
   80.95  112.05   64.66       1.00  0.00  0.00
   85.47  114.19   64.92       1.00  0.00  0.00
   76.43  115.39   64.23       1.00  0.00  0.00
   80.95  117.58   64.66       1.00  0.00  0.00
   71.94  118.64   63.61       1.00  0.00  0.00
   85.67  107.82   59.91       1.00  0.00  0.00
   77.05  108.50   59.13       1.00  0.00  0.00
   81.35  111.09   59.62       1.00  0.00  0.00
   85.67  113.62   59.91       1.00  0.00  0.00
   72.77  111.62   58.43       1.00  0.00  0.00
   77.05  114.30   59.13       1.00  0.00  0.00
   81.35  116.90   59.62       1.00  0.00  0.00
   68.53  114.62   57.50       1.00  0.00  0.00
   72.77  117.43   58.43       1.00  0.00  0.00
   77.05  120.11   59.13       1.00  0.00  0.00
   85.91  106.96   54.90       1.00  0.00  0.00
   77.76  107.19   54.06       1.00  0.00  0.00
   81.82  110.16   54.59       1.00  0.00  0.00
   85.91  113.06   54.90       1.00  0.00  0.00
   73.73  110.24   53.31       1.00  0.00  0.00
   77.76  113.30   54.06       1.00  0.00  0.00
   81.82  116.26   54.59       1.00  0.00  0.00
   69.75  113.16   52.31       1.00  0.00  0.00
   73.73  116.34   53.31       1.00  0.00  0.00
   77.76  119.40   54.06       1.00  0.00  0.00
   65.82  115.91   51.04       1.00  0.00  0.00
   69.75  119.26   52.31       1.00  0.00  0.00
   86.17  108.05   49.89       1.00  0.00  0.00
   78.56  108.05   49.02       1.00  0.00  0.00
   82.36  111.35   49.57       1.00  0.00  0.00
   71.11  107.68   47.21       1.00  0.00  0.00
   74.81  111.20   48.24       1.00  0.00  0.00
   78.56  114.59   49.02       1.00  0.00  0.00
   82.36  117.90   49.57       1.00  0.00  0.00
   67.48  110.55   45.90       1.00  0.00  0.00
   71.11  114.22   47.21       1.00  0.00  0.00
   74.81  117.74   48.24       1.00  0.00  0.00
   78.56  121.14   49.02       1.00  0.00  0.00
   63.94  113.22   44.31       1.00  0.00  0.00
   67.48  117.09   45.90       1.00  0.00  0.00
   60.50  115.66   42.39       1.00  0.00  0.00
   51.13  114.54   34.36       1.00  0.00  0.00
   86.47  109.40   44.89       1.00  0.00  0.00
   79.45  109.27   44.01       1.00  0.00  0.00
   82.95  112.89   44.56       1.00  0.00  0.00
   72.61  108.81   42.19       1.00  0.00  0.00
   76.00  112.63   43.22       1.00  0.00  0.00
   79.45  116.33   44.01       1.00  0.00  0.00
   69.30  111.91   40.89       1.00  0.00  0.00
   72.61  115.87   42.19       1.00  0.00  0.00
   76.00  119.68   43.22       1.00  0.00  0.00
   62.97  110.49   37.45       1.00  0.00  0.00
   66.07  114.84   39.32       1.00  0.00  0.00
   69.30  118.97   40.89       1.00  0.00  0.00
   60.00  112.97   35.26       1.00  0.00  0.00
   62.97  117.55   37.45       1.00  0.00  0.00
   54.60  110.01   29.84       1.00  0.00  0.00
   57.20  115.17   32.73       1.00  0.00  0.00
   52.24  111.58   26.57       1.00  0.00  0.00
   50.14  112.81   22.91       1.00  0.00  0.00
   48.36  113.71   18.88       1.00  0.00  0.00
   83.59  109.70   39.57       1.00  0.00  0.00
   77.30  109.64   38.26       1.00  0.00  0.00
   80.42  113.62   39.03       1.00  0.00  0.00
   71.25  109.18   36.01       1.00  0.00  0.00
   74.24  113.39   37.25       1.00  0.00  0.00
   77.30  117.46   38.26       1.00  0.00  0.00
   65.60  108.14   32.73       1.00  0.00  0.00
   68.37  112.66   34.50       1.00  0.00  0.00
   71.25  117.01   36.01       1.00  0.00  0.00
   62.97  111.24   30.68       1.00  0.00  0.00
   65.60  115.96   32.73       1.00  0.00  0.00
   58.23  108.95   25.70       1.00  0.00  0.00
   60.50  114.13   28.34       1.00  0.00  0.00
   56.17  111.35   22.76       1.00  0.00  0.00
   58.23  116.78   25.70       1.00  0.00  0.00
   54.37  113.50   19.53       1.00  0.00  0.00
   87.13  110.05   34.90       1.00  0.00  0.00
   81.46  110.55   34.07       1.00  0.00  0.00
   75.97  110.80   32.40       1.00  0.00  0.00
   78.69  115.11   33.34       1.00  0.00  0.00
   70.79  110.65   29.84       1.00  0.00  0.00
   73.33  115.18   31.23       1.00  0.00  0.00
   66.07  109.95   26.34       1.00  0.00  0.00
   68.37  114.77   28.21       1.00  0.00  0.00
   70.79  119.43   29.84       1.00  0.00  0.00
