Year,MM,DD,HH,MM,Sec,Latitude,Longitude,Depth,stations,RMS,Mc,AzGap,TimeErr,LatErr,LonErr,DepthErr
2008,12,2,16,47,23.3,-27.236,-66.796,4.9,22,1.3,,241,3.69,5.5,16.1,9.7
2008,12,2,21,01,38.4,-26.483,-67.532,13.4,45,0.8,,41,2.19,1.8,1.9,4.8
2008,12,2,21,01,38.7,-26.494,-67.539,13.5,32,0.8,3.6,71,2.17,1.9,2.1,4.8
2008,12,3,02,19,1.4,-28.138,-66.450,170.3,39,1.4,,244,3.83,14.2,11.9,12.3
2008,12,4,02,28,22.5,-28.127,-65.816,0.0,18,1.2,,293,3.22,8.7,15.8,9.4
2008,12,4,11,28,30.3,-26.498,-67.538,14.2,18,0.7,,101,2.00,2.8,2.3,7.1
2008,12,4,14,03,27.1,-26.496,-67.548,11.9,38,0.9,,70,2.50,2.4,2.2,3.2
2008,12,4,14,03,27.0,-26.482,-67.548,11.9,66,1.2,2.9,32,3.28,2.2,2.3,3.3
2008,12,5,01,59,34.6,-28.114,-67.489,135.1,15,0.4,,228,1.23,8.0,4.4,6.8
2008,12,5,03,20,34.2,-27.068,-66.490,24.3,20,0.6,,197,1.55,3.1,3.3,3.7
2008,12,5,06,31,21.7,-26.536,-67.368,11.0,18,0.7,,94,1.92,2.6,2.4,2.2
2008,12,5,17,31,1.2,-28.346,-69.373,113.2,40,0.7,,282,2.01,8.4,6.7,11.3
2008,12,5,21,18,18.1,-26.844,-66.910,16.3,31,1.0,,147,2.78,3.0,3.8,6.6
2008,12,5,23,52,19.2,-27.978,-69.328,117.3,25,0.7,,275,2.01,10.5,11.2,9.5
2008,12,6,19,24,36.2,-27.910,-67.771,128.4,25,0.7,,199,2.04,7.2,5.9,6.9
2008,12,7,00,32,57.9,-28.625,-67.532,119.3,39,1.1,,253,2.99,9.2,8.1,12.4
2008,12,7,08,34,46.7,-28.221,-68.072,6.5,29,1.3,,253,3.62,7.6,7.4,6.5
2008,12,7,15,07,47.4,-26.059,-69.349,96.1,24,0.7,,177,1.98,5.5,8.0,8.4
2008,12,7,15,54,42.5,-27.320,-66.594,12.1,16,0.5,,140,1.32,3.9,3.1,7.7
2008,12,7,22,04,17.8,-26.903,-67.366,12.3,18,0.8,,80,2.10,2.3,2.6,33.1
2008,12,7,22,25,22.7,-28.081,-66.637,157.8,21,0.7,,230,1.96,8.8,6.7,9.2
2008,12,8,00,37,30.0,-28.857,-66.621,3.8,16,1.4,,283,3.85,17.2,12.6,16.6
2008,12,8,04,24,50.4,-27.502,-69.622,98.4,40,0.5,,261,1.45,4.8,7.7,6.7
2008,12,8,04,44,35.2,-27.253,-67.884,17.4,19,0.8,,60,2.25,2.6,3.0,6.7
2008,12,8,20,45,55.3,-27.315,-66.576,12.1,30,0.5,,121,1.26,2.2,2.1,6.6
2008,12,9,07,18,43.0,-27.262,-66.931,15.5,28,0.9,,103,2.54,2.5,3.1,6.1
2008,12,9,10,33,35.1,-28.216,-68.041,8.8,24,1.5,,251,4.07,9.6,10.0,8.8
2008,12,9,18,35,3.4,-26.504,-67.542,12.4,16,0.6,,129,1.71,2.5,2.2,7.3
2008,12,10,02,14,38.2,-28.222,-67.534,123.2,16,0.7,,242,1.80,8.5,6.3,8.8
2008,12,10,20,24,23.0,-27.619,-67.453,143.5,30,0.6,,117,1.60,6.7,4.4,5.5
2008,12,11,10,07,10.7,-28.418,-67.353,0.0,18,0.8,,296,2.09,8.6,7.1,8.3
2008,12,11,22,41,39.0,-27.552,-67.542,142.4,36,0.6,,96,1.64,4.4,4.2,4.9
2008,12,12,02,34,40.8,-28.326,-67.488,117.2,22,0.6,,263,1.66,8.5,6.3,7.8
2008,12,12,08,06,50.0,-26.402,-67.893,12.0,45,0.9,,40,2.42,1.6,2.0,6.7
2008,12,12,08,06,50.0,-26.408,-67.894,12.7,28,0.9,,75,2.52,2.6,2.7,7.6
2008,12,12,08,06,50.0,-26.411,-67.894,14.0,28,0.8,,75,2.19,2.2,2.4,7.6
2008,12,12,11,57,47.1,-26.914,-66.229,12.0,19,1.2,,213,3.38,6.0,10.7,13.0
2008,12,12,13,43,40.8,-26.909,-66.261,0.0,28,1.4,,210,3.95,5.7,10.2,9.6
2008,12,13,00,35,54.9,-27.854,-66.698,162.9,28,1.2,,198,3.41,17.7,11.7,12.8
2008,12,13,12,03,51.8,-28.519,-67.489,113.3,20,0.5,,258,1.26,5.3,4.1,6.7
2008,12,13,13,29,13.4,-27.794,-67.433,136.7,24,0.6,,157,1.62,7.3,4.7,6.8
2008,12,13,23,54,22.8,-25.959,-69.065,14.0,17,1.0,,122,2.61,4.4,6.5,11.6
2008,12,14,02,47,51.6,-26.859,-67.377,12.0,57,1.0,2.7,31,2.72,1.7,2.0,6.1
2008,12,14,02,47,51.6,-26.861,-67.377,12.8,35,0.8,,74,2.14,1.8,2.3,9.7
2008,12,14,06,22,7.3,-27.719,-67.630,131.9,33,0.8,,94,2.16,7.2,5.5,8.2
2008,12,14,06,22,7.2,-27.700,-67.647,132.8,22,0.7,,76,1.83,7.8,5.4,7.7
2008,12,14,08,43,24.3,-28.073,-66.837,147.3,16,0.5,,288,1.24,7.0,8.8,7.5
2008,12,15,02,06,24.7,-27.627,-66.064,0.1,28,1.3,,190,3.55,7.6,6.4,6.5
2008,12,15,13,20,29.6,-25.895,-69.873,37.9,17,1.2,,257,3.33,9.0,18.2,8.5
2008,12,15,17,53,8.5,-27.311,-66.605,7.2,35,1.1,,120,2.91,4.1,4.2,5.1
2008,12,16,01,59,45.2,-26.080,-69.006,113.5,37,0.5,,94,1.37,4.2,5.3,6.3
2008,12,16,03,09,36.8,-27.745,-67.484,139.0,40,0.6,,136,1.54,5.4,3.8,4.7
2008,12,16,08,53,20.7,-28.267,-68.156,114.3,34,0.7,,237,1.83,6.6,5.1,6.7
2008,12,17,06,46,27.5,-27.746,-69.120,107.9,41,0.5,,238,1.30,4.2,5.2,5.7
2008,12,18,02,52,42.0,-28.427,-67.456,113.3,38,1.1,,242,3.11,10.2,7.8,11.3
2008,12,19,01,56,18.3,-28.477,-67.393,131.2,36,1.0,,245,2.74,9.5,8.8,10.4
2008,12,19,08,38,24.1,-26.190,-67.886,12.0,28,0.8,,100,2.18,3.5,3.2,6.0
2008,12,19,15,21,2.9,-28.136,-66.885,156.3,41,0.6,,229,1.73,5.7,4.6,5.3
2008,12,20,17,26,53.3,-25.879,-68.910,100.6,35,0.5,,116,1.42,4.4,4.0,6.7
2008,12,21,16,21,53.2,-28.023,-66.462,175.0,21,0.5,,231,1.39,8.9,5.9,5.6
2008,12,21,16,26,23.3,-27.308,-66.569,8.9,16,0.6,,142,1.69,3.5,3.5,4.8
2008,12,21,23,48,27.6,-26.623,-67.628,12.0,16,0.7,,71,1.78,2.6,2.0,2.2
2008,12,22,01,16,59.5,-26.603,-67.025,14.5,20,1.0,,143,2.64,3.7,4.3,7.3
2008,12,23,12,31,45.8,-27.333,-67.114,147.5,37,0.4,,70,1.09,3.0,4.2,3.6
2008,12,24,02,24,29.5,-27.849,-68.855,109.6,28,0.6,,222,1.73,6.0,4.8,7.2
2008,12,25,08,41,27.2,-28.460,-66.718,142.2,17,0.5,,305,1.37,7.4,10.3,9.9
2008,12,27,00,55,23.3,-27.877,-67.881,14.5,25,0.8,,187,2.27,4.2,3.5,4.9
2008,12,27,10,16,52.0,-25.926,-69.267,97.4,40,0.6,,166,1.61,3.7,6.0,6.3
2008,12,27,21,03,46.1,-26.111,-66.747,9.8,28,1.2,,208,3.26,5.8,5.7,6.6
2008,12,28,05,04,41.0,-27.853,-69.175,98.3,39,0.6,,256,1.69,6.7,6.6,6.7
2008,12,28,09,08,38.8,-28.347,-69.234,86.7,21,0.6,,285,1.67,8.2,8.8,14.1
2008,12,28,17,50,3.4,-28.385,-67.394,126.4,19,0.8,,262,2.24,12.1,8.4,10.8
2008,12,29,20,53,50.8,-28.413,-67.351,119.4,25,0.9,,250,2.62,12.2,8.1,11.7
2008,12,30,08,16,5.9,-25.907,-69.235,93.8,15,0.7,,162,1.78,7.4,17.2,11.5
2008,12,30,16,40,51.0,-26.741,-65.833,0.0,18,1.1,,267,3.00,6.4,10.0,8.5
2008,12,31,03,04,19.0,-27.006,-69.987,88.0,34,1.5,,251,4.27,11.7,17.7,23.2
2008,12,31,04,14,20.6,-27.943,-68.605,108.5,17,0.6,,220,1.77,8.4,5.8,8.5
2009,1,1,06,19,1.1,-26.044,-69.244,104.9,30,0.9,,166,2.47,6.1,7.6,9.4
2009,1,1,11,15,59.1,-27.774,-67.446,138.0,32,0.5,,149,1.33,4.6,3.8,4.3
2009,1,2,00,34,19.6,-27.100,-67.682,12.0,19,0.6,,52,1.63,1.7,2.2,6.6
2009,1,2,00,34,19.7,-27.116,-67.690,12.0,44,0.9,,40,2.62,1.8,2.5,6.6
2009,1,2,19,23,20.3,-28.412,-67.389,118.8,17,0.3,,255,0.96,5.8,3.3,5.7
2009,1,2,22,21,17.3,-28.146,-67.919,8.7,34,1.3,,226,3.52,7.0,5.3,6.0
2009,1,3,00,38,11.3,-27.014,-67.241,12.0,38,1.1,,57,2.99,2.6,2.9,7.8
2009,1,3,11,19,30.1,-27.737,-67.395,135.4,30,0.3,,148,0.90,4.1,2.7,3.2
2009,1,3,17,43,40.7,-27.279,-66.102,0.0,38,1.3,2.3,206,3.61,5.0,6.2,5.6
2009,1,4,04,28,50.9,-26.296,-66.632,11.8,57,1.1,3.1,56,3.11,2.4,2.4,5.8
2009,1,4,12,37,25.8,-25.841,-67.034,0.0,15,1.4,,230,3.85,10.6,10.3,13.4
2009,1,5,02,44,59.7,-26.264,-67.634,13.8,30,0.9,,57,2.61,2.1,2.9,9.0
2009,1,5,08,18,36.4,-26.206,-68.997,117.3,19,0.3,,99,0.94,3.1,3.6,4.6
2009,1,6,02,46,6.0,-27.676,-67.877,18.6,27,0.6,,181,1.76,2.7,3.0,2.9
2009,1,6,07,02,51.2,-28.729,-67.469,101.1,22,0.5,,269,1.50,6.1,5.0,10.2
2009,1,6,08,58,30.5,-28.364,-67.176,12.0,20,0.8,,247,2.08,7.4,3.8,7.5
2009,1,7,03,06,14.0,-28.788,-67.345,109.4,25,0.5,,272,1.43,6.0,5.2,9.9
2009,1,7,08,35,5.5,-26.869,-66.530,23.1,39,0.8,,50,2.29,2.3,2.0,8.1
2009,1,7,16,52,8.4,-26.068,-66.680,12.3,16,1.0,,70,2.86,3.6,3.7,768.7
2009,1,7,16,52,8.7,-26.065,-66.683,12.3,26,1.0,,69,2.69,2.4,2.6,366.6
2009,1,7,16,52,44.2,-26.065,-66.680,12.5,21,1.0,,157,2.68,2.9,4.3,343.2
2009,1,7,16,55,42.9,-26.069,-66.680,15.0,27,1.0,,60,2.83,2.9,3.0,5.9
2009,1,7,20,04,15.6,-27.485,-69.174,0.0,18,1.4,,158,3.69,8.2,6.9,8.1
2009,1,8,23,31,20.1,-27.734,-67.369,141.8,23,0.9,,150,2.43,7.7,7.7,9.3
2009,1,12,04,48,2.9,-28.442,-66.578,0.0,17,1.2,,290,3.24,12.6,10.0,12.7
2009,1,12,09,57,17.5,-28.305,-67.279,124.8,28,0.7,,242,1.82,6.1,5.7,7.4
2009,1,12,14,25,43.8,-27.203,-66.778,12.1,19,1.1,,127,2.94,4.4,4.5,14.9
2009,1,12,15,38,55.5,-28.573,-67.719,107.4,25,0.5,,264,1.37,5.3,4.7,7.0
2009,1,13,02,11,48.8,-27.603,-68.793,12.0,20,0.7,,175,2.05,4.0,3.5,6.4
2009,1,13,18,31,36.5,-27.310,-66.591,10.1,21,0.7,,122,2.06,3.1,3.2,4.0
2009,1,14,15,37,26.1,-26.771,-66.534,12.0,21,1.0,,195,2.62,5.3,6.9,11.6
2009,1,15,21,31,23.7,-26.561,-67.211,142.6,63,0.6,3.8,27,1.72,2.6,2.8,4.0
2009,1,16,02,07,57.6,-28.687,-68.528,98.0,15,0.5,,315,1.41,10.7,8.9,15.2
2009,1,17,23,38,38.5,-27.202,-68.597,3.8,21,1.4,,157,3.81,4.5,6.8,5.9
2009,1,18,03,51,35.9,-26.358,-67.999,15.0,35,0.7,,99,1.81,1.4,2.0,2.1
2009,1,18,10,04,19.0,-28.290,-68.808,86.2,30,0.9,,274,2.60,9.0,7.6,13.6
2009,1,19,09,19,14.8,-26.908,-65.773,0.0,25,1.3,,258,3.53,6.7,11.2,8.2
2009,1,23,06,21,13.2,-25.986,-66.966,12.1,16,0.7,,210,2.00,3.8,5.6,10.1
2009,1,23,16,21,15.9,-26.757,-68.136,1.2,17,0.5,2.4,71,1.34,2.1,1.7,6.0
2009,1,23,16,21,13.4,-26.778,-68.128,8.2,22,1.1,2.3,59,3.14,4.0,3.7,4.1
2009,1,23,17,34,30.4,-26.764,-68.139,0.1,17,0.7,2.4,56,1.83,2.8,2.3,8.1
2009,1,24,21,04,20.6,-26.576,-67.197,153.6,17,0.9,2.5,109,2.48,10.7,13.3,11.6
2009,1,25,09,02,16.7,-26.030,-66.997,0.0,31,1.5,,198,4.01,5.6,7.0,6.2
2009,2,5,00,42,39.1,-26.518,-68.141,12.0,30,0.7,,92,2.03,2.3,1.9,2.4
2009,2,6,01,40,18.6,-27.798,-69.109,117.2,18,0.4,,250,1.22,6.2,5.5,6.9
2009,2,9,06,00,24.1,-27.604,-67.407,141.0,25,0.5,,121,1.44,4.4,4.4,5.5
2009,2,12,00,40,21.6,-27.199,-67.449,14.5,33,0.8,,55,2.35,1.9,2.2,7.9
2009,2,14,06,45,34.7,-25.731,-67.697,127.5,40,0.7,3,92,2.02,4.7,4.2,5.9
2009,2,15,16,38,14.9,-27.255,-67.961,11.6,42,1.1,,71,3.16,3.1,3.1,3.7
2009,2,16,08,06,20.6,-28.049,-66.820,158.0,21,0.2,,222,0.57,4.0,2.5,2.5
2009,2,16,15,08,12.8,-27.629,-67.424,140.4,57,0.6,,123,1.65,3.6,3.5,4.1
2009,2,18,02,02,43.9,-28.383,-67.482,115.9,16,0.7,,255,1.98,9.0,7.4,10.6
2009,2,19,12,24,13.2,-27.547,-69.026,102.7,58,0.6,,177,1.76,4.4,5.5,5.9
2009,2,19,19,10,2.7,-26.385,-65.893,0.0,16,0.8,,263,2.27,6.9,10.3,13.4
2009,2,20,13,27,16.6,-27.191,-67.450,12.3,22,0.8,,65,2.23,2.3,2.7,18.7
2009,2,20,19,03,9.2,-26.110,-66.969,12.1,16,0.7,,194,1.86,3.3,5.0,9.1
2009,2,20,22,01,30.0,-25.932,-67.782,0.0,46,1.5,,74,4.12,3.1,3.4,5.0
2009,2,21,12,51,59.2,-28.993,-67.318,101.3,17,0.5,,288,1.44,7.5,6.1,15.1
2009,2,21,17,38,35.5,-27.336,-66.591,0.0,25,1.0,,118,2.86,6.0,5.0,9.0
2009,2,21,20,51,43.2,-27.188,-67.464,14.5,20,0.8,,82,2.19,2.5,3.1,13.2
2009,2,21,21,21,23.3,-26.781,-69.267,117.4,48,0.6,,175,1.71,3.6,4.6,5.2
2009,2,22,13,03,1.4,-27.446,-67.355,139.4,35,0.5,,100,1.27,3.3,3.1,3.8
2009,2,22,17,19,51.0,-28.428,-67.471,115.5,31,0.7,,259,1.89,7.4,5.6,7.5
2009,2,22,22,05,40.1,-27.704,-66.950,12.0,52,1.3,,169,3.62,5.5,3.3,8.1
2009,2,23,17,59,46.5,-27.322,-66.609,9.1,26,1.3,,122,3.45,5.3,5.7,7.0
2009,2,24,05,58,7.3,-28.453,-67.410,113.8,22,0.4,,259,1.03,4.5,4.5,5.0
2009,2,24,17,59,38.0,-26.904,-65.850,0.0,27,1.2,,239,3.44,6.3,10.3,8.5
2009,2,24,20,01,32.7,-27.879,-67.881,18.9,43,1.3,,188,3.67,5.7,4.6,4.8
2009,2,25,10,59,41.3,-27.419,-66.332,13.1,21,1.0,,143,2.66,4.7,5.3,6.3
2009,2,25,16,36,41.9,-27.688,-67.519,142.0,19,0.3,,194,0.95,3.8,6.0,4.3
2009,2,25,19,20,51.1,-26.324,-66.681,17.3,15,1.3,,200,3.59,7.3,8.4,11.4
2009,2,26,06,01,48.6,-27.472,-66.149,10.8,19,1.3,,165,3.50,7.1,8.8,6.9
2009,2,26,14,56,50.4,-28.569,-69.178,111.7,28,1.1,,284,2.99,16.6,13.9,24.2
2009,2,27,00,01,19.2,-28.557,-69.518,101.0,37,0.7,,292,1.88,9.9,7.7,18.0
2009,2,27,19,01,23.2,-27.329,-66.592,2.9,18,1.0,,121,2.82,5.5,4.5,9.3
2009,2,27,22,15,21.9,-28.957,-67.433,90.0,20,0.7,,288,1.94,8.6,7.3,19.1
2009,2,27,23,48,26.6,-27.689,-67.369,136.4,20,0.6,,141,1.76,6.3,6.9,7.1
2009,3,1,04,17,41.3,-26.296,-66.633,12.0,49,1.2,,56,3.38,2.5,2.8,7.5
2009,3,1,16,53,54.4,-27.982,-66.726,157.5,20,0.5,,237,1.40,8.5,6.4,7.0
2009,3,3,04,21,40.5,-28.660,-67.689,101.2,17,0.6,,275,1.70,7.6,6.9,10.1
2009,3,3,09,07,56.6,-28.347,-67.385,119.5,24,1.0,,250,2.64,10.9,8.2,10.5
2009,3,4,18,53,28.9,-27.794,-67.525,134.8,15,0.2,,139,0.51,2.8,2.5,2.5
2009,3,6,01,01,4.7,-27.732,-67.536,134.4,19,0.3,,121,0.96,4.2,3.2,3.8
2009,3,6,06,06,11.7,-26.662,-67.594,11.2,29,0.8,,59,2.32,2.1,2.4,2.1
2009,3,6,22,07,11.9,-28.652,-66.811,0.0,22,1.4,,270,3.91,13.3,10.0,12.6
2009,3,7,03,31,0.7,-28.640,-67.474,96.2,37,1.0,,253,2.63,8.0,7.0,12.9
2009,3,7,05,10,53.7,-26.738,-67.048,11.9,54,1.0,3,32,2.91,1.9,2.2,5.1
2009,3,10,14,37,22.5,-27.723,-67.465,136.5,31,0.3,,134,0.83,3.3,2.7,2.8
2009,3,11,09,59,22.4,-28.134,-68.754,113.3,26,0.6,,247,1.57,8.4,5.9,8.1
2009,3,12,07,27,28.3,-26.115,-66.592,181.6,32,0.6,,60,1.66,5.8,5.3,6.5
2009,3,12,22,53,29.9,-28.851,-67.419,102.8,20,1.0,,283,2.65,12.4,10.2,21.2
2009,3,14,01,56,59.3,-26.976,-67.124,12.5,18,1.0,,82,2.63,3.0,4.1,49.1
2009,3,14,14,18,17.8,-27.072,-68.474,7.4,19,1.0,,177,2.85,4.6,4.6,4.2
2009,3,14,14,20,39.3,-27.085,-68.515,12.2,23,0.9,,154,2.38,3.5,3.4,8.2
2009,3,15,16,13,23.6,-27.721,-69.116,108.2,24,0.3,,258,0.78,6.6,10.1,6.4
2009,3,16,01,56,49.4,-28.144,-66.587,161.5,57,0.6,,238,1.62,4.3,3.8,4.6
2009,3,17,01,10,2.7,-28.000,-66.688,163.1,20,0.4,,219,1.06,5.9,4.2,5.0
2009,3,17,12,56,55.9,-28.485,-67.467,116.7,46,0.6,,245,1.66,6.0,4.3,5.8
2009,3,20,19,39,26.7,-27.308,-66.612,12.3,19,0.9,,182,2.41,6.1,4.0,6.2
2009,3,21,05,44,59.1,-27.784,-67.497,128.9,28,1.1,,164,2.99,13.1,12.4,11.2
2009,4,6,02,02,16.4,-28.941,-67.534,95.7,15,0.6,,285,1.62,8.7,7.2,16.0
2009,4,6,08,48,2.3,-28.712,-67.479,106.5,18,0.8,,278,2.22,10.2,10.5,14.5
2009,4,7,01,05,48.2,-27.993,-66.363,173.9,16,0.4,,235,1.06,6.3,6.6,6.9
2009,4,7,17,04,58.9,-27.696,-67.448,135.1,27,0.4,,171,1.15,4.9,3.8,4.4
2009,4,8,13,03,21.0,-27.745,-67.519,136.4,24,0.4,,128,1.04,4.8,3.6,3.9
2009,4,9,09,29,36.8,-27.636,-67.407,136.1,44,0.4,,126,1.10,2.9,2.6,3.4
2009,4,11,01,57,44.5,-28.198,-67.016,2.4,32,1.5,,233,4.11,9.8,5.2,8.3
2009,4,11,12,45,57.8,-26.165,-67.863,11.5,22,0.8,,92,2.26,3.0,3.5,4.0
2009,4,12,17,09,59.0,-26.745,-67.635,12.0,19,0.8,,68,2.12,2.5,2.4,2.2
2009,4,13,02,13,34.2,-27.931,-66.601,165.4,46,1.4,,215,3.98,11.9,10.1,12.1
2009,4,14,08,48,23.1,-27.189,-67.447,12.9,28,0.9,,82,2.46,2.4,3.0,8.7
2009,4,19,07,37,49.1,-26.468,-67.915,12.1,44,0.8,,61,2.15,1.5,1.7,8.8
2009,4,19,17,04,39.7,-27.946,-66.694,162.3,24,0.2,,230,0.68,4.0,2.5,2.9
2009,4,20,04,11,8.2,-26.898,-67.358,12.0,37,0.8,,37,2.32,2.1,2.1,7.1
2009,4,24,04,53,46.6,-26.528,-67.534,12.0,22,0.8,,56,2.20,2.1,2.9,2.3
2009,4,29,01,47,39.1,-26.585,-67.589,12.0,27,0.7,,47,1.97,1.8,2.1,1.9
2009,4,30,07,54,55.1,-28.779,-67.516,84.4,36,1.0,,289,2.70,11.2,11.1,30.5
2009,4,30,11,02,59.7,-26.102,-66.949,12.3,32,0.9,,77,2.49,2.1,3.0,94.1
2009,4,30,18,19,33.3,-28.092,-66.575,159.7,49,0.5,,233,1.42,5.6,3.6,4.3
2009,5,2,12,24,33.0,-26.723,-67.049,12.0,39,1.0,,60,2.65,2.4,2.1,2.9
2009,5,3,05,37,27.1,-26.991,-67.126,12.0,59,1.1,2.9,36,3.05,2.0,2.1,6.9
2009,5,4,12,13,17.7,-26.541,-67.140,12.1,32,0.8,,114,2.18,1.9,2.5,12.2
2009,5,5,11,34,48.6,-26.389,-67.182,12.0,44,0.9,,81,2.55,1.7,2.3,9.2
2009,5,5,19,33,47.2,-27.305,-66.591,9.0,27,1.2,,141,3.22,4.7,5.1,6.2
2009,5,9,00,39,29.7,-27.174,-67.451,12.2,21,1.0,,101,2.84,3.8,4.0,12.8
2009,5,9,17,36,21.6,-27.318,-66.578,11.9,20,1.1,,138,2.92,5.6,6.2,8.5
2009,5,12,09,49,42.3,-27.725,-67.486,129.1,40,0.8,,131,2.26,6.1,5.8,7.1
2009,5,12,14,05,12.1,-27.197,-67.454,12.6,30,0.8,,64,2.30,2.0,2.4,18.3
2009,5,13,11,12,6.5,-27.279,-67.520,12.0,39,1.2,,111,3.43,2.7,3.6,11.3
2009,5,15,11,06,47.2,-27.218,-68.013,9.4,17,1.0,,118,2.81,3.4,4.4,4.0
2009,5,16,07,53,55.7,-27.959,-66.669,160.9,46,0.4,,214,1.00,3.9,2.6,3.1
2009,5,19,06,22,5.4,-26.178,-67.827,5.9,60,1.5,,43,4.21,2.6,3.0,3.6
2009,5,19,07,41,0.6,-26.800,-66.998,12.0,62,1.0,3.1,35,2.88,1.9,2.0,5.1
2009,5,23,08,40,16.5,-26.621,-67.620,12.1,28,0.8,,57,2.10,2.1,2.3,5.0
2009,5,23,14,12,42.2,-27.141,-67.138,139.0,63,0.5,,42,1.29,2.3,2.1,3.0
2009,5,26,11,50,44.9,-26.619,-67.676,12.0,27,1.0,,44,2.70,2.5,2.7,2.5
2009,6,3,07,45,19.7,-27.238,-68.003,12.0,38,1.2,,81,3.33,3.0,3.5,5.0
2009,6,7,03,30,45.3,-28.082,-67.550,122.3,48,0.7,,226,1.94,5.7,4.0,5.9
2009,6,9,16,55,51.7,-26.408,-67.313,13.6,41,0.9,,44,2.46,1.6,2.4,4.8
2009,6,10,03,50,32.8,-27.106,-67.497,12.0,35,1.0,,48,2.73,2.0,2.3,4.8
2009,6,14,17,11,44.8,-26.016,-67.216,12.0,34,1.1,,62,3.03,2.3,3.8,10.6
2009,6,14,19,55,27.4,-28.499,-67.462,108.3,20,0.6,,264,1.76,7.5,5.5,11.0
2009,6,15,08,23,32.6,-26.196,-67.891,12.2,27,0.7,,91,1.87,1.6,2.4,18.8
2009,6,17,10,47,34.5,-27.089,-67.496,15.2,25,0.8,,60,2.22,2.2,3.6,7.7
2009,6,18,11,05,40.8,-28.241,-66.768,135.2,31,0.7,,241,1.91,8.8,4.9,7.9
2009,6,24,05,13,18.5,-26.513,-67.285,12.0,56,0.9,2.6,28,2.54,1.4,1.8,2.3
2009,6,25,18,20,10.0,-28.651,-67.469,111.7,37,0.8,,254,2.12,7.0,5.9,9.8
2009,7,9,00,52,1.3,-27.343,-66.715,12.0,47,1.4,3.2,75,3.74,3.9,3.3,9.2
2009,7,10,16,57,42.2,-26.464,-67.917,12.0,34,0.8,,62,2.08,1.6,1.9,3.0
2009,7,12,19,11,2.0,-27.308,-66.576,1.8,26,1.0,,65,2.79,3.9,3.5,6.6
2009,7,13,10,22,35.0,-26.926,-67.160,12.1,43,0.8,,40,2.19,1.7,1.9,11.2
2009,7,23,01,57,28.3,-27.200,-67.454,12.3,15,0.8,,75,2.07,2.2,4.1,139.6
2009,7,25,02,57,32.4,-27.562,-65.880,0.0,28,1.5,,286,4.25,10.1,10.2,7.4
2009,8,1,12,14,12.5,-28.189,-66.795,138.2,47,0.5,,236,1.45,5.3,3.3,4.8
2009,8,8,20,29,27.4,-26.083,-67.136,12.0,18,0.9,,184,2.42,4.1,5.4,9.6
2009,8,9,17,44,16.1,-26.035,-67.087,12.0,41,1.1,,43,3.15,2.3,3.0,5.8
2009,8,9,19,02,54.2,-27.085,-67.530,12.9,15,0.6,,165,1.55,2.1,3.7,148.4
2009,8,10,00,43,3.7,-26.042,-67.080,12.0,37,0.9,,73,2.51,1.8,3.1,5.2
2009,8,10,08,36,7.6,-28.548,-67.378,107.3,64,0.9,,249,2.63,7.5,5.1,9.8
2009,8,11,01,27,28.0,-26.891,-67.200,11.9,47,0.9,,29,2.45,1.7,1.9,3.6
2009,8,19,14,30,36.7,-28.369,-67.477,117.2,49,0.7,,239,1.87,6.4,3.8,6.6
2009,8,23,21,01,10.6,-27.361,-66.599,2.7,24,1.2,,70,3.40,5.2,5.2,9.4
2009,8,28,09,10,26.1,-28.182,-67.742,20.4,24,1.0,,248,2.88,7.1,6.3,7.9
2009,8,31,03,28,15.5,-27.643,-67.558,136.5,64,0.5,,104,1.28,3.3,2.1,3.2
2009,9,2,14,24,20.1,-27.516,-68.466,1.4,18,0.9,,139,2.60,3.6,5.4,4.5
2009,9,5,09,42,48.8,-25.874,-67.688,0.0,49,1.5,,72,4.18,3.1,3.1,4.3
2009,9,10,15,09,58.3,-26.570,-68.070,11.1,16,0.6,,88,1.59,2.4,1.8,2.0
2009,9,11,02,13,57.2,-26.122,-67.811,12.0,37,0.8,,59,2.31,1.8,2.4,7.3
2009,9,11,05,00,47.8,-28.165,-66.602,155.7,34,0.4,,239,1.18,5.1,4.1,4.6
2009,9,11,22,33,1.2,-27.195,-67.458,12.0,20,0.8,,63,2.30,2.4,3.7,13.1
2009,9,20,02,42,30.6,-27.019,-65.987,0.0,18,1.4,,224,3.85,7.9,17.8,17.9
