  Mon Oct 16 12:43:02 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_200906162050_p.inp
 200906162050
 Including emergent polarity picks
 Polarities/Errors:  P 031/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   81.35  318.59  -59.62       0.00  0.00  0.00
   39.67  310.82  -26.03       0.00  0.00  0.00
   77.76  316.87  -54.06       0.00  0.00  0.00
   81.82  320.01  -54.59       0.00  0.00  0.00
   43.96  312.48  -22.18       0.00  0.00  0.00
   46.03  312.59  -26.73       0.00  0.00  0.00
   74.81  317.53  -48.24       0.00  0.00  0.00
   78.56  320.68  -49.02       0.00  0.00  0.00
   46.92  312.78  -14.51       0.00  0.00  0.00
   48.36  313.35  -18.88       0.00  0.00  0.00
   50.14  314.24  -22.91       0.00  0.00  0.00
   52.24  315.47  -26.57       0.00  0.00  0.00
   60.00  314.09  -35.26       0.00  0.00  0.00
   69.30  315.15  -40.89       0.00  0.00  0.00
   72.61  318.25  -42.19       0.00  0.00  0.00
   79.45  317.79  -44.01       0.00  0.00  0.00
   82.95  321.22  -44.56       0.00  0.00  0.00
   51.62  313.33  -12.25       0.00  0.00  0.00
   52.84  315.02  -16.01       0.00  0.00  0.00
   58.23  313.66  -25.70       0.00  0.00  0.00
   60.50  316.31  -28.34       0.00  0.00  0.00
   65.60  314.47  -32.73       0.00  0.00  0.00
   68.37  317.77  -34.50       0.00  0.00  0.00
   74.24  317.05  -37.25       0.00  0.00  0.00
   80.42  316.82  -39.03       0.00  0.00  0.00
   83.59  320.74  -39.57       0.00  0.00  0.00
   57.39  316.29  -13.47       0.00  0.00  0.00
   60.22  313.85  -19.30       0.00  0.00  0.00
   61.98  317.28  -21.88       0.00  0.00  0.00
   66.07  315.91  -26.34       0.00  0.00  0.00
   70.79  315.20  -29.84       0.00  0.00  0.00
   73.33  319.46  -31.23       0.00  0.00  0.00
   78.69  319.53  -33.34       0.00  0.00  0.00
   84.28  319.93  -34.59       0.00  0.00  0.00
   61.98  317.20  -11.17       0.00  0.00  0.00
   64.34  316.31  -16.10       0.00  0.00  0.00
   67.48  315.90  -20.36       0.00  0.00  0.00
   71.25  316.01  -23.86       0.00  0.00  0.00
   75.52  316.57  -26.57       0.00  0.00  0.00
   80.15  317.50  -28.48       0.00  0.00  0.00
   85.02  318.68  -29.62       0.00  0.00  0.00
   67.48  314.77  -11.15       0.00  0.00  0.00
   69.75  316.31  -14.97       0.00  0.00  0.00
   72.61  318.19  -18.25       0.00  0.00  0.00
   75.97  320.40  -20.91       0.00  0.00  0.00
   81.69  318.26  -23.66       0.00  0.00  0.00
   85.79  321.08  -24.67       0.00  0.00  0.00
   68.53  141.50  -13.12       0.00  0.00  0.00
   75.97  140.40  -20.91       0.00  0.00  0.00
   73.73  319.71  -11.79       0.00  0.00  0.00
   77.30  319.06  -15.58       0.00  0.00  0.00
   81.69  318.86  -18.26       0.00  0.00  0.00
   86.60  319.01  -19.72       0.00  0.00  0.00
   80.15  144.32   17.50       0.00  0.00  0.00
   76.00  143.98   14.43       0.00  0.00  0.00
   72.77  143.17   10.31       0.00  0.00  0.00
   70.71  141.92    5.38       0.00  0.00  0.00
   71.94  142.81   -8.74       0.00  0.00  0.00
   74.81  141.84  -13.17       0.00  0.00  0.00
   78.69  141.34  -16.60       0.00  0.00  0.00
   76.43  320.02   -6.46       0.00  0.00  0.00
   79.45  318.74  -10.73       0.00  0.00  0.00
   83.72  317.93  -13.65       0.00  0.00  0.00
   87.42  322.30  -14.78       0.00  0.00  0.00
   87.42  141.91   14.78       0.00  0.00  0.00
   82.56  141.38   13.06       0.00  0.00  0.00
   76.43  144.19    6.46       0.00  0.00  0.00
   75.06  142.54    1.34       0.00  0.00  0.00
   75.52  140.81   -3.97       0.00  0.00  0.00
   80.42  143.24  -11.60       0.00  0.00  0.00
   84.92  142.53  -14.13       0.00  0.00  0.00
   85.02  320.39   -8.68       0.00  0.00  0.00
   85.79  141.49    9.08       0.00  0.00  0.00
   80.15  141.69    1.75       0.00  0.00  0.00
   80.34  144.01   -2.61       0.00  0.00  0.00
   82.95  141.48   -7.11       0.00  0.00  0.00
   88.29  319.93   -4.70       0.00  0.00  0.00
