  Mon Oct 23 15:46:33 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_200801120044_p.inp
 200801120044
 Including emergent polarity picks
 Polarities/Errors:  P 018/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   35.31  192.90   81.33       0.00  0.00  0.00
   35.31  197.90   81.33       0.00  0.00  0.00
   40.26  199.07   82.25       0.00  0.00  0.00
   40.26  204.07   82.25       0.00  0.00  0.00
   40.26  209.07   82.25       0.00  0.00  0.00
   45.22  210.02   82.95       0.00  0.00  0.00
   45.22  215.02   82.95       0.00  0.00  0.00
   31.47  175.94   70.57       0.00  0.00  0.00
   36.22  178.75   72.91       0.00  0.00  0.00
   31.47  181.01   70.57       0.00  0.00  0.00
   36.22  183.82   72.91       0.00  0.00  0.00
   31.47  186.08   70.57       0.00  0.00  0.00
   36.22  188.89   72.91       0.00  0.00  0.00
   41.03  191.12   74.66       0.00  0.00  0.00
   36.22  193.96   72.91       0.00  0.00  0.00
   41.03  196.20   74.66       0.00  0.00  0.00
   45.86  198.04   76.00       0.00  0.00  0.00
   36.22  199.03   72.91       0.00  0.00  0.00
   41.03  201.27   74.66       0.00  0.00  0.00
   45.86  203.11   76.00       0.00  0.00  0.00
   41.03  206.34   74.66       0.00  0.00  0.00
   45.86  208.18   76.00       0.00  0.00  0.00
   50.73  209.74   77.04       0.00  0.00  0.00
   33.23  166.14   61.81       0.00  0.00  0.00
   37.70  170.00   64.96       0.00  0.00  0.00
   28.90  166.40   57.62       0.00  0.00  0.00
   33.23  171.28   61.81       0.00  0.00  0.00
   37.70  175.14   64.96       0.00  0.00  0.00
   42.27  178.29   67.37       0.00  0.00  0.00
   28.90  171.54   57.62       0.00  0.00  0.00
   33.23  176.43   61.81       0.00  0.00  0.00
   37.70  180.29   64.96       0.00  0.00  0.00
   42.27  183.43   67.37       0.00  0.00  0.00
   46.92  186.06   69.25       0.00  0.00  0.00
   33.23  181.57   61.81       0.00  0.00  0.00
   37.70  185.43   64.96       0.00  0.00  0.00
   42.27  188.57   67.37       0.00  0.00  0.00
   46.92  191.20   69.25       0.00  0.00  0.00
   33.23  186.71   61.81       0.00  0.00  0.00
   37.70  190.57   64.96       0.00  0.00  0.00
   42.27  193.71   67.37       0.00  0.00  0.00
   46.92  196.35   69.25       0.00  0.00  0.00
   51.62  198.60   70.72       0.00  0.00  0.00
   33.23  191.85   61.81       0.00  0.00  0.00
   37.70  195.71   64.96       0.00  0.00  0.00
   42.27  198.86   67.37       0.00  0.00  0.00
   46.92  201.49   69.25       0.00  0.00  0.00
   37.70  200.86   64.96       0.00  0.00  0.00
   71.25  141.14   68.83       0.00  0.00  0.00
   61.98  142.36   67.20       0.00  0.00  0.00
   66.60  144.47   68.12       0.00  0.00  0.00
   71.25  146.43   68.83       0.00  0.00  0.00
   75.92  148.29   69.35       0.00  0.00  0.00
   71.25  151.73   68.83       0.00  0.00  0.00
   75.92  153.59   69.35       0.00  0.00  0.00
   39.67  159.26   57.60       0.00  0.00  0.00
   31.61  154.33   49.26       0.00  0.00  0.00
   35.53  159.95   53.95       0.00  0.00  0.00
   39.67  164.55   57.60       0.00  0.00  0.00
   43.96  168.41   60.48       0.00  0.00  0.00
   27.99  152.66   43.22       0.00  0.00  0.00
   31.61  159.62   49.26       0.00  0.00  0.00
   35.53  165.24   53.95       0.00  0.00  0.00
   39.67  169.85   57.60       0.00  0.00  0.00
   43.96  173.71   60.48       0.00  0.00  0.00
   48.36  177.00   62.76       0.00  0.00  0.00
   27.99  157.96   43.22       0.00  0.00  0.00
   31.61  164.92   49.26       0.00  0.00  0.00
   35.53  170.53   53.95       0.00  0.00  0.00
   39.67  175.14   57.60       0.00  0.00  0.00
   43.96  179.00   60.48       0.00  0.00  0.00
   48.36  182.29   62.76       0.00  0.00  0.00
   52.84  185.16   64.59       0.00  0.00  0.00
   27.99  163.25   43.22       0.00  0.00  0.00
   31.61  170.21   49.26       0.00  0.00  0.00
   35.53  175.83   53.95       0.00  0.00  0.00
   39.67  180.44   57.60       0.00  0.00  0.00
   43.96  184.29   60.48       0.00  0.00  0.00
   48.36  187.59   62.76       0.00  0.00  0.00
   52.84  190.46   64.59       0.00  0.00  0.00
   31.61  175.51   49.26       0.00  0.00  0.00
   35.53  181.12   53.95       0.00  0.00  0.00
   39.67  185.73   57.60       0.00  0.00  0.00
   43.96  189.59   60.48       0.00  0.00  0.00
   48.36  192.88   62.76       0.00  0.00  0.00
   31.61  180.80   49.26       0.00  0.00  0.00
   35.53  186.42   53.95       0.00  0.00  0.00
   39.67  191.03   57.60       0.00  0.00  0.00
   31.61  186.09   49.26       0.00  0.00  0.00
   35.53  191.71   53.95       0.00  0.00  0.00
   71.94  140.79   63.61       0.00  0.00  0.00
   76.43  143.08   64.23       0.00  0.00  0.00
   80.95  145.28   64.66       0.00  0.00  0.00
   63.05  141.36   61.70       0.00  0.00  0.00
   67.48  143.93   62.77       0.00  0.00  0.00
   71.94  146.33   63.61       0.00  0.00  0.00
   76.43  148.62   64.23       0.00  0.00  0.00
   80.95  150.82   64.66       0.00  0.00  0.00
   67.48  149.47   62.77       0.00  0.00  0.00
   71.94  151.87   63.61       0.00  0.00  0.00
