  Mon Oct 23 16:24:23 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_20090125092_p.inp
 20090125092
 Including emergent polarity picks
 Polarities/Errors:  P 035/01  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   10.00  335.92   -0.00       1.00  0.00  0.00
   10.00  346.06   -0.00       1.00  0.00  0.00
   15.00  336.86   -0.00       0.00  0.00  0.00
   15.79  323.32  -18.02       1.00  0.00  0.00
   20.00  333.53   -0.00       1.00  0.00  0.00
   20.00  338.82   -0.00       1.00  0.00  0.00
   20.59  324.47  -13.47       1.00  0.00  0.00
   25.00  330.92   -0.00       1.00  0.00  0.00
   25.00  336.46   -0.00       1.00  0.00  0.00
   25.46  330.30  -10.59       1.00  0.00  0.00
   30.38  329.75   -8.58       0.00  0.00  0.00
   31.47  326.06  -16.74       1.00  0.00  0.00
   35.31  328.45   -7.10       1.00  0.00  0.00
   36.22  326.13  -13.93       1.00  0.00  0.00
   40.26  327.70   -5.93       1.00  0.00  0.00
   46.92  326.89  -14.51       1.00  0.00  0.00
   51.62  328.98  -12.25       1.00  0.00  0.00
   52.84  330.67  -16.01       1.00  0.00  0.00
   66.07  324.69  -26.34       1.00  0.00  0.00
   63.94  329.68  -24.23       1.00  0.00  0.00
