  Tue Oct 17 11:27:44 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_20090114150_p.inp
 20090114150
 Including emergent polarity picks
 Polarities/Errors:  P 031/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   48.44  158.53  -48.07       0.00  0.00  0.00
   47.85  164.41  -39.32       0.00  0.00  0.00
   51.13  165.54  -42.55       0.00  0.00  0.00
   51.13  170.19  -34.36       0.00  0.00  0.00
   54.07  171.64  -37.45       0.00  0.00  0.00
   60.50  169.07  -42.39       0.00  0.00  0.00
   63.94  171.50  -44.31       0.00  0.00  0.00
   67.48  174.18  -45.90       0.00  0.00  0.00
   54.60  175.87  -29.84       0.00  0.00  0.00
   62.97  175.39  -37.45       0.00  0.00  0.00
   90.00   15.65   40.00       0.00  0.00  0.00
   58.23  180.61  -25.70       0.00  0.00  0.00
   62.97  178.32  -30.68       0.00  0.00  0.00
   65.60  181.43  -32.73       0.00  0.00  0.00
   71.25  180.38  -36.01       0.00  0.00  0.00
   74.24  184.01  -37.25       0.00  0.00  0.00
   87.13  192.88  -34.90       0.00  0.00  0.00
   84.28   18.12   34.59       0.00  0.00  0.00
   66.07  184.20  -26.34       0.00  0.00  0.00
   70.79  183.50  -29.84       0.00  0.00  0.00
   78.69  187.82  -33.34       0.00  0.00  0.00
   87.50  194.33  -29.91       0.00  0.00  0.00
   87.50   15.67   29.91       0.00  0.00  0.00
   82.56   16.94   29.15       0.00  0.00  0.00
   67.48  185.90  -20.36       0.00  0.00  0.00
   71.25  186.01  -23.86       0.00  0.00  0.00
   75.52  186.57  -26.57       0.00  0.00  0.00
   80.15  187.50  -28.48       0.00  0.00  0.00
   81.69   17.74   23.66       0.00  0.00  0.00
   77.80   20.38   21.99       0.00  0.00  0.00
   79.71  190.91  -22.91       0.00  0.00  0.00
   90.00   14.40   20.00       0.00  0.00  0.00
