  Mon Oct 16 16:53:45 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_200901251637_p.inp
 200901251637
 Including emergent polarity picks
 Polarities/Errors:  P 042/00  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   15.79  355.53   18.02       0.00  0.00  0.00
   22.27    0.80   25.51       0.00  0.00  0.00
   85.30  178.29   69.93       0.00  0.00  0.00
   28.90    3.30   29.03       0.00  0.00  0.00
   25.46  348.16   10.59       0.00  0.00  0.00
   90.00  160.62   65.00       0.00  0.00  0.00
   85.47  169.57   64.92       0.00  0.00  0.00
   35.53    4.12   30.64       0.00  0.00  0.00
   30.38  343.80    8.58       0.00  0.00  0.00
   31.47  353.30   16.74       0.00  0.00  0.00
   39.67  357.31   26.03       0.00  0.00  0.00
   36.22  348.11   13.93       0.00  0.00  0.00
   37.70  356.06   20.29       0.00  0.00  0.00
   35.31  345.79    7.10       0.00  0.00  0.00
   42.27  351.54   17.14       0.00  0.00  0.00
   40.26  343.21    5.93       0.00  0.00  0.00
   46.92  347.22   14.51       0.00  0.00  0.00
   45.22  340.58    4.98       0.00  0.00  0.00
   45.00  340.59   -0.00       0.00  0.00  0.00
   51.62  344.06   12.25       0.00  0.00  0.00
   50.18  339.12    4.18       0.00  0.00  0.00
   50.73  345.57    8.29       0.00  0.00  0.00
   50.00  340.43   -0.00       0.00  0.00  0.00
   55.61  343.61    6.93       0.00  0.00  0.00
   55.00  340.24   -0.00       0.00  0.00  0.00
   60.50  341.51    5.73       0.00  0.00  0.00
   60.00  340.00   -0.00       0.00  0.00  0.00
   65.10  336.49   -2.33       0.00  0.00  0.00
   65.91  337.53   -6.88       0.00  0.00  0.00
   70.08  336.68   -1.82       0.00  0.00  0.00
