  Tue Oct 17 13:01:25 2023 for program Focmec
 Event 8703270729 4 UW errors max
 Input from a file puna_200909050942_p.inp
 200909050942
 Including emergent polarity picks
 Polarities/Errors:  P 023/04  SV 000/00  SH 000/00
 There are no amplitude ratio data
 The minimum, increment and maximum B axis trend:     0.00    5.00  355.00
 The limits for the B axis plunge:     0.00    5.00   90.00
 The limits for Angle:     0.00    5.00  175.00
    Dip   Strike   Rake    Pol: P     SV    SH
   11.17  159.84   26.30       4.00  0.00  0.00
   11.17  164.91   26.30       4.00  0.00  0.00
   10.00  143.24   -0.00       4.00  0.00  0.00
   11.17  169.98   26.30       4.00  0.00  0.00
   10.00  148.31   -0.00       4.00  0.00  0.00
   15.79  149.82   18.02       4.00  0.00  0.00
   15.00  136.29   -0.00       4.00  0.00  0.00
   15.79  154.96   18.02       4.00  0.00  0.00
   15.00  141.43   -0.00       4.00  0.00  0.00
   15.79  160.11   18.02       4.00  0.00  0.00
   15.00  146.57   -0.00       4.00  0.00  0.00
   15.79  127.89  -18.02       4.00  0.00  0.00
   15.00  151.71   -0.00       4.00  0.00  0.00
   20.00  137.65   -0.00       4.00  0.00  0.00
   20.59  152.00   13.47       4.00  0.00  0.00
   20.00  142.94   -0.00       4.00  0.00  0.00
   20.59  157.29   13.47       4.00  0.00  0.00
   26.81  154.19   20.42       4.00  0.00  0.00
   25.00  142.62   -0.00       4.00  0.00  0.00
   25.46  154.31   10.59       3.00  0.00  0.00
   31.47  150.07   16.74       4.00  0.00  0.00
   30.00  142.26   -0.00       4.00  0.00  0.00
   30.38  152.18    8.58       4.00  0.00  0.00
   30.38  138.14   -8.58       4.00  0.00  0.00
   35.31  150.54    7.10       4.00  0.00  0.00
   35.31  139.29   -7.10       4.00  0.00  0.00
   40.00  145.64   -0.00       4.00  0.00  0.00
   45.00  142.94   -0.00       4.00  0.00  0.00
