-68.243278 -26.009306 -4.339
-68.372254 -25.545861 -3.833
-65.865694 -26.629639 -2.224
-65.895889 -25.914444 -1.623
-66.362944 -26.542889 -2.984
-66.786583 -25.438806 -4.284
-65.941444 -25.535861 -2.507
-67.010778 -26.740556 -3.72
-66.837028 -26.750694 -3.213
-66.757 -26.858917 -3.238
-66.505583 -26.810583 -2.671
-66.295167 -26.785944 -2.339
-66.127972 -26.849167 -2.244
-66.044 -26.894972 -2.295
-65.788833 -26.936083 -2.491
-65.692889 -26.951917 -2.052
-65.397556 -27.040778 -0.376
-67.426306 -26.098111 -3.347
-67.414333 -26.200694 -3.341
-67.386861 -26.315444 -3.135
-67.337139 -26.420028 -3.076
-67.407083 -26.038944 -3.404
-67.370778 -25.931753 -3.59
-67.294083 -25.839222 -4.095
-67.265917 -25.756694 -4.379
-67.226417 -25.662889 -4.418
-67.234444 -25.582833 -4.317
-67.210333 -25.517667 -4.214
-67.206639 -25.41475 -4.035
-68.143997 -27.424 -3.455
-68.089996 -27.111 -3.81
-69.257004 -27.488001 -4.48
-69.021004 -26.540001 -3.72
-67.618103 -25.516001 -3.399
-67.917999 -26.016001 -3.347
-68.098801 -26.525101 -3.787
-67.690697 -26.379 -3.336
-66.943604 -27.112499 -2.193
-67.124496 -27.5131 -2.152
-66.598 -27.6413 -0.937
-65.9785 -27.597099 -1.854
-66.369797 -27.3405 -2.856
-67.061501 -26.306299 -4.419
-69.237 -26.157 -3.455
-69.426003 -25.367001 -2.81
-68.097702 -27.832701 -3.117
-68.542603 -27.619499 -4.1
-67.184097 -26.684099 -3.898
-67.262001 -26.591999 -3.505
-67.676201 -26.666201 -3.755
-67.773598 -26.685101 -3.735
-67.877296 -26.6523 -3.882
-68.002602 -26.709 -4.552
-68.162903 -26.7444 -4.71
-68.277 -26.851 -4.705
-68.427002 -26.885 -4.38
-68.552002 -26.906 -4.475
-68.666 -26.881001 -4.575
-68.766998 -26.91 -4.455
-67.403397 -26.512501 -3.037
-67.440002 -26.616301 -3.111
-67.550499 -26.6677 -3.517
-67.648399 -26.7841 -4.19
-67.652603 -26.910101 -3.44
-67.688004 -27.051001 -2.485
-67.702599 -27.112499 -2.17
-67.756798 -27.2283 -2.017
-67.773598 -27.336 -2.022
-67.694199 -27.443701 -1.839
-67.603302 -27.479601 -1.646
-67.613403 -27.5686 -1.608
-67.624702 -27.707899 -1.496
-67.628998 -27.900801 -1.376
-66.948139 -25.844667 -4.63
