	 1 	 39   25.38
	 2 	 71   56.32
	 1 	 71   33.26
	 2 	 69   58.26
	 1 	 68   35.34
	 2 	 38   35.78
	 1 	 38   21.40
	 2 	 10   31.73
	 1 	 10   18.88
	 2 	 61   51.82
	 1 	 61   31.08
	 2 	 48   45.76
	 1 	 48   26.86
	 2 	 8   39.38
	 1 	 8   23.48
	 2 	 49   47.84
	 1 	 49   28.54
	 1 	 60   31.32
	 1 	 21   30.70
	 2 	 21   51.29
	 1 	 19   34.67
	 1 	 23   36.51
	 1 	 13   9.63
	 2 	 13   16.29
	 1 	 25   37.43
	 2 	 14   14.34
	 1 	 14   8.55
	 1 	 74   32.52
	 2 	 74   54.72
	 2 	 15   10.10
	 1 	 15   5.86
	 2 	 17   14.00
	 1 	 17   7.90
-67.4625 	 -26.4218 	 2.54 	 22
	 1 	 61   3.84
	 2 	 61   6.54
	 1 	 62   5.23
	 2 	 62   10.08
	 1 	 18   6.68
	 1 	 22   7.61
	 2 	 22   13.66
	 1 	 19   5.01
	 1 	 23   9.66
	 2 	 23   15.67
	 1 	 20   2.80
	 2 	 20   4.62
	 1 	 21   2.34
	 2 	 21   4.07
	 1 	 8   10.25
	 2 	 8   17.79
	 1 	 49   4.80
	 2 	 49   8.31
	 1 	 48   7.15
	 2 	 48   12.76
	 1 	 60   2.03
	 2 	 60   3.93
-66.0372 	 -27.0568 	 12.12 	 54
	 1 	 40   15.33
	 2 	 40   25.51
	 1 	 42   8.57
	 2 	 42   14.29
	 2 	 73   53.49
	 2 	 39   35.85
	 1 	 39   21.63
	 2 	 71   48.89
	 1 	 71   29.25
	 2 	 69   50.25
	 1 	 69   29.95
	 2 	 68   51.73
	 1 	 68   30.63
	 2 	 67   50.55
	 1 	 38   16.27
	 2 	 38   27.31
	 1 	 66   28.29
	 2 	 66   47.79
	 1 	 62   27.13
	 2 	 62   45.83
	 1 	 10   13.37
	 2 	 10   22.43
	 1 	 61   25.47
	 2 	 61   42.93
	 1 	 8   17.99
	 2 	 8   30.05
	 1 	 48   21.41
	 2 	 48   35.89
	 1 	 49   22.97
	 2 	 49   38.31
	 1 	 60   25.73
	 2 	 60   42.79
	 1 	 21   25.34
	 2 	 21   42.09
	 1 	 20   27.05
	 1 	 19   28.99
	 2 	 18   50.76
	 2 	 22   51.80
	 1 	 23   31.27
	 2 	 23   52.19
	 1 	 25   32.63
	 2 	 25   54.60
	 1 	 27   34.99
	 1 	 74   27.85
	 2 	 74   46.92
	 2 	 13   8.64
	 1 	 13   5.14
	 2 	 14   7.48
	 1 	 14   4.42
	 2 	 15   9.29
	 1 	 15   5.53
	 2 	 17   20.85
	 1 	 41   10.61
	 2 	 41   17.67
-67.3324 	 -25.8334 	 6.17 	 22
	 1 	 21   10.97
	 1 	 60   12.93
	 2 	 60   24.37
	 2 	 20   15.91
	 1 	 20   9.26
	 1 	 19   7.62
	 1 	 18   5.69
	 1 	 22   4.61
	 2 	 22   7.60
	 1 	 23   2.79
	 2 	 23   4.51
	 1 	 24   1.93
	 2 	 24   2.89
	 1 	 27   5.47
	 2 	 27   8.91
	 1 	 28   6.77
	 2 	 28   11.76
	 1 	 25   2.69
	 2 	 25   4.22
	 1 	 74   7.22
	 2 	 74   11.83
	 1 	 49   14.71
-66.1098 	 -26.8976 	 1.58 	 15
	 1 	 10   11.38
	 2 	 10   19.00
	 1 	 8   15.90
	 1 	 21   22.91
	 2 	 21   38.77
	 1 	 20   24.69
	 1 	 19   26.62
	 1 	 13   1.32
	 2 	 13   2.16
	 1 	 14   1.78
	 2 	 14   3.14
	 1 	 15   5.90
	 2 	 15   9.93
	 1 	 41   13.68
	 2 	 41   23.36
-66.6035 	 -27.3243 	 3.67 	 36
	 1 	 40   5.79
	 1 	 39   9.93
	 1 	 46   27.07
	 1 	 71   18.29
	 2 	 71   32.29
	 1 	 70   17.63
	 2 	 70   30.47
	 1 	 69   19.57
	 1 	 30   27.47
	 1 	 68   20.65
	 1 	 67   20.03
	 1 	 57   35.73
	 2 	 38   13.59
	 1 	 38   7.39
	 1 	 61   19.39
	 1 	 60   20.83
	 1 	 48   15.97
	 1 	 49   18.07
	 1 	 21   21.06
	 1 	 20   22.95
	 1 	 19   25.80
	 1 	 8   13.07
	 1 	 25   32.16
	 1 	 27   35.02
	 1 	 10   9.30
	 1 	 74   29.23
	 1 	 13   12.26
	 2 	 13   21.49
	 1 	 14   13.16
	 2 	 14   22.71
	 1 	 15   15.75
	 2 	 15   27.75
	 1 	 42   3.87
	 2 	 42   7.61
	 1 	 41   12.13
	 2 	 41   21.33
-67.1662 	 -25.6799 	 9.75 	 19
	 1 	 20   12.86
	 1 	 19   11.44
	 1 	 18   9.62
	 2 	 18   15.95
	 1 	 22   8.49
	 2 	 22   13.98
	 1 	 23   6.67
	 2 	 23   10.75
	 1 	 24   4.78
	 1 	 25   3.58
	 2 	 25   5.59
	 1 	 27   3.22
	 2 	 27   4.99
	 1 	 28   3.94
	 2 	 28   6.28
	 1 	 29   5.78
	 2 	 29   9.94
	 1 	 74   5.84
	 2 	 74   9.34
-66.7781 	 -25.9479 	 -0.9 	 39
	 1 	 9   15.42
	 2 	 9   25.74
	 1 	 38   22.78
	 2 	 38   38.34
	 1 	 8   15.84
	 1 	 48   16.30
	 1 	 49   15.16
	 2 	 49   25.30
	 1 	 61   18.22
	 2 	 61   28.62
	 2 	 63   38.76
	 2 	 60   26.02
	 1 	 60   15.22
	 1 	 21   13.20
	 2 	 21   21.94
	 1 	 20   12.78
	 2 	 19   21.25
	 1 	 19   12.84
	 2 	 18   20.16
	 1 	 18   12.10
	 1 	 22   11.43
	 2 	 22   19.07
	 1 	 23   10.56
	 2 	 23   17.45
	 1 	 24   9.35
	 2 	 24   15.66
	 1 	 25   9.51
	 2 	 25   15.85
	 1 	 27   10.70
	 2 	 27   17.65
	 1 	 74   3.70
	 2 	 74   6.31
	 1 	 28   11.41
	 2 	 28   18.54
	 1 	 29   12.90
	 2 	 14   38.61
	 2 	 13   35.09
	 1 	 12   18.15
	 2 	 12   30.41
-68.011 	 -26.9664 	 6.94 	 30
	 1 	 46   16.79
	 2 	 46   28.57
	 1 	 30   9.61
	 2 	 30   16.37
	 1 	 58   12.17
	 1 	 56   8.21
	 1 	 55   6.09
	 2 	 55   10.19
	 2 	 19   30.88
	 1 	 20   16.74
	 1 	 21   15.55
	 2 	 21   26.35
	 1 	 60   13.59
	 2 	 60   23.09
	 1 	 62   10.17
	 2 	 62   17.31
	 1 	 61   12.33
	 2 	 61   20.37
	 1 	 63   7.69
	 2 	 63   13.13
	 1 	 49   14.81
	 2 	 49   25.09
	 1 	 8   18.02
	 1 	 64   6.81
	 2 	 64   11.65
	 1 	 66   6.25
	 2 	 66   10.75
	 1 	 67   7.27
	 2 	 67   12.37
	 2 	 68   16.21
-65.7072 	 -27.052 	 0.87 	 25
	 1 	 41   11.84
	 2 	 41   19.66
	 1 	 42   12.80
	 2 	 42   21.52
	 1 	 10   18.54
	 2 	 10   31.31
	 1 	 8   23.54
	 2 	 8   39.68
	 1 	 9   20.20
	 2 	 9   33.70
	 1 	 21   30.52
	 2 	 21   51.38
	 1 	 20   31.95
	 2 	 20   53.79
	 2 	 12   19.13
	 1 	 14   7.06
	 2 	 14   11.97
	 1 	 13   8.32
	 2 	 13   13.90
	 2 	 74   53.00
	 2 	 15   4.89
	 1 	 15   2.87
	 2 	 16   4.15
	 1 	 16   2.29
	 1 	 17   6.42
-68.7267 	 -27.4344 	 0.41 	 22
	 1 	 32   9.78
	 2 	 32   16.68
	 1 	 33   18.28
	 2 	 33   32.10
	 1 	 59   10.64
	 2 	 59   18.24
	 1 	 58   11.56
	 2 	 57   18.90
	 1 	 57   11.36
	 1 	 56   12.74
	 1 	 55   14.44
	 2 	 55   24.14
	 1 	 50   23.86
	 1 	 63   22.60
	 1 	 64   21.26
	 2 	 64   36.00
	 1 	 66   18.98
	 2 	 30   17.58
	 1 	 30   10.34
	 1 	 69   18.60
	 1 	 46   13.64
	 2 	 46   22.64
-67.3352 	 -25.8365 	 5.18 	 21
	 1 	 21   10.88
	 1 	 60   12.82
	 2 	 60   25.26
	 1 	 61   14.84
	 1 	 20   9.15
	 2 	 18   9.14
	 1 	 18   5.59
	 2 	 22   7.35
	 1 	 22   4.49
	 2 	 24   2.84
	 1 	 24   1.84
	 2 	 29   15.26
	 1 	 29   8.69
	 1 	 27   5.36
	 2 	 28   11.70
	 1 	 28   6.66
	 1 	 25   2.58
	 2 	 25   4.11
	 1 	 74   7.13
	 2 	 74   11.75
	 1 	 49   14.60
-66.6016 	 -27.3319 	 11.15 	 47
	 1 	 40   6.29
	 1 	 73   20.55
	 1 	 72   19.19
	 1 	 39   10.35
	 1 	 46   27.29
	 1 	 71   18.25
	 1 	 70   17.79
	 1 	 69   19.33
	 1 	 30   27.09
	 1 	 68   20.59
	 1 	 67   20.13
	 1 	 59   38.41
	 1 	 66   19.13
	 1 	 57   35.47
	 1 	 58   37.15
	 1 	 56   33.31
	 1 	 55   31.15
	 2 	 55   52.23
	 1 	 64   19.69
	 1 	 63   20.97
	 2 	 38   13.57
	 1 	 38   7.79
	 1 	 62   20.69
	 2 	 62   35.73
	 1 	 61   19.77
	 1 	 60   20.87
	 1 	 48   16.43
	 2 	 48   28.37
	 1 	 49   18.17
	 1 	 21   21.39
	 1 	 20   23.42
	 1 	 8   13.44
	 1 	 24   30.64
	 1 	 25   31.94
	 1 	 9   11.87
	 1 	 27   34.91
	 1 	 10   9.81
	 1 	 74   29.18
	 2 	 12   19.84
	 1 	 12   11.90
	 1 	 13   12.69
	 1 	 14   13.39
	 2 	 15   27.36
	 1 	 15   16.26
	 2 	 42   8.79
	 1 	 42   4.51
	 1 	 41   12.37
-66.5943 	 -26.9067 	 2.15 	 63
	 1 	 73   25.86
	 2 	 73   44.22
	 2 	 71   37.02
	 1 	 46   31.40
	 2 	 70   35.18
	 2 	 38   13.14
	 1 	 38   7.84
	 1 	 69   21.96
	 2 	 69   37.16
	 1 	 68   22.48
	 2 	 68   38.14
	 2 	 30   49.34
	 1 	 30   29.30
	 1 	 66   19.38
	 2 	 66   32.46
	 1 	 64   18.36
	 2 	 64   30.80
	 1 	 63   19.38
	 2 	 62   28.96
	 1 	 62   17.28
	 2 	 61   26.20
	 1 	 61   15.72
	 2 	 48   19.54
	 1 	 48   11.62
	 2 	 60   26.68
	 1 	 60   15.98
	 1 	 8   8.22
	 2 	 8   13.70
	 2 	 49   22.02
	 1 	 49   13.30
	 1 	 21   15.91
	 2 	 21   26.30
	 1 	 20   17.77
	 2 	 20   29.26
	 1 	 10   3.66
	 1 	 19   19.96
	 2 	 19   33.36
	 2 	 9   9.16
	 1 	 9   5.51
	 1 	 18   21.46
	 2 	 18   35.56
	 1 	 22   22.03
	 1 	 23   22.85
	 2 	 23   37.54
	 1 	 25   24.74
	 1 	 74   21.39
	 2 	 74   36.22
