   187.180298      -1.43728065       1.81065941    
   80.6034088      -1.25999999       2.28457069    
   122.269547      -3.34280038       1.64941788    
   122.902351      -0.00000000       2.70392036    
   106.510574      -4.72447872       2.64375877    
   81.3309174      -3.90775466       3.50322151    
   74.7006836      -12.3784418       3.72558975    
   71.5945892      -8.29574108       3.02269173    
   112.969673     -0.248043060       1.34846497    
   111.434982      -5.38463688      0.157152176    
   112.152214      -5.34392548       1.11045456    
   112.170349      -2.32301259      0.822568893    
   35.5672150      -0.00000000       1.07769966    
   101.019142      -3.45689726       4.60153961    
   101.671272      -2.23545361       4.73952484    
   42.4042282      -10.2053308       4.54157257    
   101.795952      -3.93500662       4.37133980    
   102.290405      -1.45843661       4.51488876    
   101.178848      -3.57748890       4.66530228    
   101.828148      -2.70430422       3.97581482    
   102.090195      -2.45524836       4.47548294    
   101.807144      -3.37374711       4.17362022    
   101.140587      -3.67425156       4.35008240    
   102.119873      -3.51657343       3.92782402    
   101.767731      -3.20907354       4.51162148    
   100.412117      -3.37129402       4.71769524    
   102.465721      -2.39185476       4.95261765    
   100.040092      -4.43344164       4.79087639    
   100.098831      -4.09714222       4.87326431    
   99.8352356      -4.42775154       4.80840874    
   101.392395      -3.76670742       4.56502342    
   101.933510      -2.59438181       4.42648888    
   100.940865      -4.13398790       4.46686554    
   101.123329      -4.02141953       4.68885422    
   71.0643311      -8.95529747       4.35933113    
   71.1274109      -9.88472271       4.11452675    
   113.617210      -1.71483254       1.67775345    
   76.9898300      -10.6275816       3.79979134    
   166.189758      -0.00000000      0.877592087    
   70.1532440      -10.0430984       3.91932487    
   109.880707      -9.08807564      0.774915695    
   37.2277069      -12.3161755       2.38135338    
   38.5489197      -12.6253414       3.24123955    
   46.0434341      -10.4530926       4.91004753    
   72.5902863      -12.7387629       1.77878380    
   138.711197      -13.4397745       4.45038605    
   39.1024094      -13.3217106       2.38795853    
   38.9385147      -13.9513655       1.73687553    
   37.7064285      -0.00000000       1.63488197    
   109.704773      -9.08487606      0.769554138    
   69.6131821      -8.55999947       2.66147423    
   99.4473267      -5.14405346       3.48322487    
   89.2890625      -4.27188683       2.85547447    
   161.069702      -5.05965042       1.60137367    
   113.205902      -2.86462784      0.370145798    
   113.890511      -0.00000000       2.64773941    
   110.824959      -6.93715429      0.479600906    
   111.096466      -6.47851753      0.734518051    
   220.816177      -12.7804546       4.32030296    
   241.046677      -16.1133060       3.99214554    
   172.426193      -3.13670444      0.181858063    
   111.287735      -6.76320839      0.300878525    
   111.981522      -7.01277399      0.299783707    
   110.717422      -7.05822468      0.131782532    
   111.138069      -7.59702587      0.526714325    
   111.151520      -8.06903648      0.620510101    
   111.273407      -7.30999994      0.193408966    
   110.961685      -6.24471664       1.00476456    
   111.486298      -6.23088932      0.424488068    
   112.129456      -2.03393698E-02  0.302686691    
   92.0676804      -8.43359947       2.93846893    
   69.8540955      -9.27010345       3.38319397    
   27.1766129      -15.6495380       2.35508347    
   101.090591      -2.11000013       4.91123009    
   95.2740860      -7.45170450       3.23851776    
   96.8389435      -7.80791187       4.75632095    
   93.0975800      -2.99296093       1.42635536    
   110.889130      -6.82376862      0.776290894    
   95.6831055      -4.33475113       3.75769424    
   76.8255920      -4.49660301       1.64050484    
   70.7903137      -8.73326302       1.63828087    
   95.1481018      -5.05105734       2.72873878    
   33.9930878      -8.97822857       1.27864838    
   32.7176743      -8.93738365       1.57543945    
   128.752518      -4.55864191       2.95349121    
   42.5041199      -6.27591801       3.83340073    
   127.736938      -4.84230709       3.56884003    
   90.5222092      -7.80247355       2.74573898    
   219.788971      -18.1005783       2.27558899    
   89.8989563      -6.70522404       1.21390724    
   95.7393112      -5.85681009       4.86520958    
   97.1285629      -7.22466421       4.73041725    
   97.4322052      -7.73660803       4.92593002    
   77.5530090      -11.3595200       2.97679138    
   76.9685440      -9.78247356       2.23557472    
   77.2321930      -12.7867193       1.90379524    
   77.0166473      -10.7344742       2.37826538    
   76.9796295      -11.7582369       1.50719452    
   77.3566589      -11.3658390       2.91039085    
   101.321136      -0.00000000       4.88496971    
   89.7158203      -4.48676014       1.37458611    
   89.0870056      -7.55127096       1.94681358    
   129.008469      -3.32486582       3.48023796    
   77.0919342      -11.1092319       1.68812561    
   226.558838      -14.3377371       3.28674698    
   128.272369      -1.47427559       2.10308838    
   225.913193      -16.6909332       1.93993568    
   91.5676346      -4.18145800      0.799560547    
   116.331078      -6.69326019      0.689291000    
   109.943680      -7.28086376       1.08855438    
   110.545700      -6.68039322      0.710197449    
   76.9998322      -13.8777828       3.77713203    
   92.1720657      -3.99995995       1.39533234    
   93.6209106      -5.96717072       3.51027679    
   100.249947      -4.08318949       4.37044525    
   99.5321045      -3.79705405       4.02476883    
   93.2974014      -10.0159321       4.37434196    
   136.692535      -7.97124290       3.87786865    
   91.4170380      -13.7704020       3.96511459    
   100.115074      -3.23948741       4.00650787    
