   151.883835      -0.00000000       1.19743347    
   152.524933      -0.00000000      0.805839539    
   151.787048      -0.00000000       1.05478668    
   151.380447      -0.00000000       1.20762634    
   150.564255      -0.00000000       1.79162598    
   151.488022      -0.00000000      0.824089050    
   152.386261      -2.60302258      0.911994934    
   135.246689      -4.06572723       3.00496674    
   136.120316      -1.21788478       2.69854736    
   135.073151      -4.49080324       3.17604828    
   135.145416      -4.83096600       2.79192352    
   136.123138     -0.883873701       3.17879486    
   136.032532     -0.834861934       3.27435303    
   136.019775     -0.749458313       3.00715637    
   136.054428      -1.23280525       3.04786682    
   136.619781      -3.72128677       2.74774170    
   136.158401     -0.193524659       3.01412201    
   135.268188      -1.72002721       3.84651947    
   135.306351      -1.81472397       3.01364136    
   55.2918396      -10.4795265      0.399795532    
   129.568100      -7.86143017       1.95498657    
   129.126907      -7.80316210       1.17482758    
   53.3093796      -0.00000000       1.03117371    
   54.2388535      -7.46857691       2.36758423    
   101.731262      -5.89587641       4.10225677    
   52.6495132      -10.3865767       1.72634888    
   151.461014      -0.00000000      0.597328186    
   50.1865845      -9.50994873       3.35825348    
  -77.1573868      -3.17375302       1.37324524    
   49.4097366      -6.45832253       3.77317047    
  -77.8142929      -18.1058407       1.78873444    
  -100.051521      -2.46261311       3.25215912    
   122.715706      -5.26082897      0.572547913    
   151.030716      -0.00000000       1.93121338    
   221.046097      -19.8088989      0.787834167    
   154.509338      -6.15626574E-03  0.470321655    
   152.893875      -0.00000000      0.950164795    
   150.998123      -0.00000000       2.93668365    
   150.573318      -0.00000000       2.43693542    
   49.5693817      -8.89873695       4.25894165    
   152.791473     -0.749374211       1.10745239    
   152.708328      -0.00000000       1.98793030    
   151.439621      -0.00000000       1.86309814    
  -75.5731888      -4.87875223       2.00271606E-02
   105.530144      -6.05182266       3.40250397    
   43.2068329      -10.6499577       3.11227417    
   140.295258      -3.00771904      0.787315369    
   140.197815      -3.55019999       1.12821198    
   140.042267      -4.53440809       1.93406677    
   139.535950      -4.40392733       1.46611023    
   139.374512      -0.00000000      0.523567200    
   139.793762      -4.40630102       2.15251923    
   141.271255      -1.24000001      0.367820740    
   52.4251862      -0.00000000       2.55611420    
   43.8053589      -20.1042080       4.19245148    
   197.522705      -5.92361641       4.05940247    
   55.3464279      -15.7988148      0.481826782    
   153.777435      -2.99593568      0.288459778    
   48.5177383      -11.5515623       1.93418121    
   49.6194000      -4.43282509       4.27781677    
   48.5467072      -7.65244198       3.14853668    
   58.9388046      -9.86055374       1.66658783    
   50.0026550      -4.82191086       2.63505554    
   146.862961      -0.00000000       3.54541779    
   54.5957031      -13.3196201       2.46101379    
   54.1333008      -12.8521147       1.97586060    
   49.6699219      -5.28710365       4.85234070    
   157.275116      -0.00000000       7.03353882E-02
  -80.6968765      -15.4073915       1.12541962    
  -79.4920120      -1.92856526       2.11071777    
  -80.0621719      -4.36664391       2.54853058    
  -77.1857834      -21.3354225       1.46755219    
   197.587723      -14.0288467       3.56501007    
  -79.8286362      -14.8570471      0.828208923    
   56.6616936      -10.2367706       3.20850372    
   140.489716      -8.16434574       3.81865692    
   126.502869      -2.24021745       2.77209473    
   125.396294      -4.73113585       3.08034515    
   125.568123      -5.70116854       3.33250427    
   126.181473      -5.68943787       2.39226532    
   126.954399     -0.360347629       3.00637054    
   127.059464      -6.57627201       3.15560913    
   140.007141      -5.48539829       2.72400665    
   139.138504      -6.02176952       2.22296906    
   140.155106      -0.00000000      0.272125244    
   54.3070145      -13.3626957       1.12274933    
   140.020798      -3.01999998       8.21762085E-02
   199.212158      -21.9988270       1.71751404    
   139.909027      -0.00000000      0.301994324    
   140.218231      -3.64672422       1.23113251    
   137.728424      -6.92306614      0.715812683    
   140.032410      -2.75053835      0.500625610    
   139.789200      -0.00000000      0.451347351    
   140.187622      -2.23645544      0.546134949    
   140.198700     -0.684257925       4.69512939E-02
   138.962173      -5.84318638       1.68404388    
   140.334152      -1.66105235      0.445014954    
   139.814667      -3.20361233      0.491691589    
   140.239258      -2.31219006      0.658683777    
